country,date,lineage,denominator,numerator
United Kingdom,2021-10-23,AY.4.2.1,5906,124
United Kingdom,2021-12-16,AY.4.2.2,8260,337
United Kingdom,2021-12-18,AY.4,9894,1104
United Kingdom,2021-12-09,B.1.617.2,7771,92
United Kingdom,2021-12-01,AY.4.2.2,8813,548
United Kingdom,2021-10-23,AY.4.2.2,5906,123
United Kingdom,2021-12-01,AY.25,8813,9
United Kingdom,2022-01-05,AY.4,11373,90
United Kingdom,2023-10-26,GW.5.1.1,209,4
United Kingdom,2023-10-23,FY.3.2,231,1
United Kingdom,2023-10-26,GS.4.1,209,5
United Kingdom,2023-10-25,JD.1.1,200,10
United Kingdom,2023-10-25,FL.1.5.1,200,5
United Kingdom,2023-10-25,EG.5.1.5,200,2
United Kingdom,2023-10-25,FD.1.1,200,2
United Kingdom,2023-10-25,XBB.1.16.11,200,8
United Kingdom,2021-12-03,AY.4.8,7357,50
United Kingdom,2023-10-25,HF.1,200,5
United Kingdom,2023-10-24,FL.1.5.2,265,3
United Kingdom,2023-10-25,FL.1.5.2,200,2
United Kingdom,2023-10-21,GJ.1.2,147,1
United Kingdom,2023-10-24,EG.5.1.4,265,6
United Kingdom,2023-10-25,GJ.1.2,200,6
United Kingdom,2023-10-22,GJ.1.2,136,4
United Kingdom,2023-10-25,JG.3,200,11
United Kingdom,2023-10-23,GS.4,231,1
United Kingdom,2023-10-25,EG.5.1.1,200,13
United Kingdom,2023-10-24,EG.9.1,265,2
United Kingdom,2023-10-24,XBB.1.16.6,265,10
United Kingdom,2023-10-22,JD.1.1,136,4
United Kingdom,2023-10-22,FL.1.5.1,136,5
United Kingdom,2023-10-24,XBB.2.3.2,265,1
United Kingdom,2023-10-25,HK.6,200,4
United Kingdom,2023-10-23,EG.5.1,231,6
United Kingdom,2023-10-25,HN.1,200,1
United Kingdom,2023-10-26,HF.1,209,3
United Kingdom,2023-10-23,EG.5.1.1,231,14
United Kingdom,2023-10-25,EG.5.1,200,12
United Kingdom,2023-10-24,FL.1.5.1,265,9
United Kingdom,2023-10-23,EG.9.1,231,1
United Kingdom,2023-10-25,HV.1,200,10
United Kingdom,2023-10-23,GS.4.1,231,5
United Kingdom,2020-12-07,B.1.160,1142,11
United Kingdom,2023-10-22,XBB.1.16.6,136,2
United Kingdom,2020-11-22,B.1.177.87,1315,18
United Kingdom,2023-10-21,JD.1.1,147,6
United Kingdom,2023-10-24,EG.5.1.5,265,1
United Kingdom,2020-11-14,B.1.177.17,2115,28
United Kingdom,2023-10-23,GJ.1.2,231,2
United Kingdom,2023-10-19,JF.1,206,3
United Kingdom,2023-10-23,JD.1.1,231,9
United Kingdom,2023-10-26,XBB.1.16,209,12
United Kingdom,2021-09-25,AY.5,3193,140
United Kingdom,2022-01-06,BA.1.17.2,11390,2882
United Kingdom,2021-12-17,AY.4.2,7176,439
United Kingdom,2022-01-08,BA.1.15,6619,259
United Kingdom,2021-10-25,B.1.617.2,6334,52
United Kingdom,2022-01-09,BA.1.15,6153,272
South Korea,2021-04-29,B.1.617.2,108,6
United Kingdom,2021-06-04,AY.4,3306,1963
United Kingdom,2021-11-05,AY.127,6717,32
United Kingdom,2021-12-12,AY.4.2.2,8006,570
United Kingdom,2021-12-11,AY.4.2.2,6148,406
United Kingdom,2021-12-11,AY.98,6148,211
United Kingdom,2021-12-02,AY.4,8093,3789
United Kingdom,2021-12-01,AY.4.2.1,8813,328
United Kingdom,2021-12-01,AY.4,8813,4121
United Kingdom,2021-10-23,AY.3,5906,13
United Kingdom,2021-11-30,AY.4.2.1,10770,425
United Kingdom,2021-11-30,AY.4.2,10770,1536
United Kingdom,2021-11-30,AY.4,10770,5169
United Kingdom,2021-12-27,AY.4,9076,295
United Kingdom,2021-11-28,AY.4.2,8061,1213
United Kingdom,2021-11-28,AY.4,8061,3979
United Kingdom,2021-12-13,AY.4.2.1,9810,262
United Kingdom,2021-12-11,AY.4,6148,2066
United Kingdom,2021-12-12,AY.4.8,8006,38
United Kingdom,2021-06-17,B,2503,10
United Kingdom,2021-06-12,B,726,2
United Kingdom,2021-12-13,AY.4.8,9810,64
United Kingdom,2021-12-11,AY.4.2.1,6148,187
United Kingdom,2021-07-16,AY.5,4505,273
United Kingdom,2021-11-18,AY.4.2.3,6961,24
United Kingdom,2024-02-05,JN.1,170,90
South Korea,2021-10-08,B.1.617.2,108,18
United Kingdom,2024-02-06,JN.1.4.6,143,2
United Kingdom,2024-02-03,JN.1,132,57
United Kingdom,2022-01-10,BA.1.17,10277,215
United Kingdom,2024-01-25,JN.1,193,95
United Kingdom,2021-12-13,AY.43,9810,303
United Kingdom,2021-12-09,AY.4,7771,3126
United Kingdom,2021-12-05,AY.4,8087,3552
United Kingdom,2021-12-13,AY.122,9810,81
United Kingdom,2021-12-29,AY.34,12502,2
United Kingdom,2021-12-05,AY.34.1,8087,43
United Kingdom,2021-12-13,AY.4.2.2,9810,454
United Kingdom,2021-12-10,AY.98,7241,264
United Kingdom,2021-10-21,B.1.617.2,5246,92
United Kingdom,2021-10-23,AY.43,5906,242
United Kingdom,2021-12-12,AY.43,8006,291
United Kingdom,2021-12-14,B.1.617.2,10077,60
United Kingdom,2021-12-11,AY.4.2,6148,762
United Kingdom,2022-04-16,BA.2,2395,1662
United Kingdom,2023-10-17,XBB.1.16,221,8
United Kingdom,2023-10-20,GK.4,218,1
United Kingdom,2023-10-20,FL.1.5.2,218,6
United Kingdom,2023-10-19,JG.3,206,8
United Kingdom,2023-10-18,JF.1,231,5
United Kingdom,2023-10-19,GJ.1.2,206,3
United Kingdom,2023-10-18,GW.5.1.1,231,4
United Kingdom,2023-10-20,GK.1.1,218,3
United Kingdom,2023-10-20,XBB.1.16.11,218,14
United Kingdom,2023-10-17,XBB.1.16.11,221,9
United Kingdom,2023-10-17,EG.5.1.4,221,5
United Kingdom,2023-10-18,GE.1,231,10
United Kingdom,2023-10-14,GJ.5.1,164,1
United Kingdom,2023-10-19,XBB.1.16.15,206,7
United Kingdom,2023-10-20,JD.1.1,218,8
United Kingdom,2023-10-20,EG.5.1.1,218,20
United Kingdom,2023-10-21,FL.15,147,1
United Kingdom,2023-10-23,JG.3,231,11
United Kingdom,2023-10-23,HK.3,231,15
United Kingdom,2023-10-20,XBB.1.16.6,218,4
United Kingdom,2023-10-17,GE.1,221,8
United Kingdom,2023-10-21,XBB.1.16.9,147,1
United Kingdom,2023-10-17,HV.1,221,9
United Kingdom,2023-10-23,FY.4.1,231,2
United Kingdom,2023-10-20,GS.4.1,218,5
United Kingdom,2023-10-16,GW.5.1.1,194,3
United Kingdom,2023-10-22,EG.5.1.6,136,6
United Kingdom,2023-10-22,XBB.1.9.1,136,1
United Kingdom,2023-10-22,DV.7.1,136,2
United Kingdom,2023-10-24,HK.3,265,9
United Kingdom,2023-10-23,GK.1,231,1
United Kingdom,2023-10-22,JG.3,136,5
United Kingdom,2023-10-19,EG.5.1.3,206,11
United Kingdom,2023-10-18,XBB.1.16.15,231,13
United Kingdom,2023-10-23,XBB.1.16.1,231,1
United Kingdom,2023-10-23,HN.1,231,1
United Kingdom,2023-10-24,XBB.1.16.15,265,11
United Kingdom,2023-10-23,JD.1.1.2,231,1
United Kingdom,2023-10-20,JF.1,218,9
United Kingdom,2023-10-20,GE.1,218,4
United Kingdom,2023-10-22,HK.3,136,8
United Kingdom,2023-10-23,HK.6,231,5
United Kingdom,2023-10-23,GW.5.1.1,231,5
United Kingdom,2023-10-20,EG.5.1.7,218,5
United Kingdom,2023-10-17,GK.2.1,221,3
United Kingdom,2023-10-22,HF.1,136,2
United Kingdom,2023-10-23,EG.5.1.8,231,3
United Kingdom,2023-10-20,HV.1,218,13
United Kingdom,2023-10-24,EG.5.1.10,265,1
United Kingdom,2023-10-21,JF.1,147,4
United Kingdom,2023-10-20,HF.1,218,1
United Kingdom,2023-10-23,JF.1,231,7
United Kingdom,2023-10-21,HK.3,147,5
United Kingdom,2023-10-18,FL.1.5.2,231,5
United Kingdom,2023-10-21,EU.1.1.3,147,1
United Kingdom,2023-10-20,HK.3,218,11
United Kingdom,2023-10-19,GE.1,206,6
United Kingdom,2023-10-17,JF.1,221,4
United Kingdom,2023-10-18,EG.10.1,231,5
United Kingdom,2023-10-22,XBB.1.16,136,2
United Kingdom,2023-10-21,XBB.2.3.11,147,2
United Kingdom,2023-10-22,GW.5.1.1,136,4
United Kingdom,2023-10-20,EG.5.1,218,5
United Kingdom,2023-10-21,XCH.1,147,3
United Kingdom,2023-10-21,XBB.1.16.11,147,14
United Kingdom,2023-10-19,BA.5.2.35,206,1
United Kingdom,2023-10-22,FY.4.1,136,1
United Kingdom,2023-10-19,GJ.5.1,206,1
United Kingdom,2023-10-18,HK.3,231,6
United Kingdom,2023-10-19,GE.1.1,206,1
United Kingdom,2023-10-22,XBB.1.41.1,136,3
United Kingdom,2023-09-29,EG.5.1.3,272,19
United Kingdom,2023-10-20,XBB.1.16.15,218,11
United Kingdom,2023-10-22,XBB.1.16.11,136,5
United Kingdom,2023-10-18,EG.5.1.4,231,6
United Kingdom,2023-10-23,XBB.1.16,231,7
United Kingdom,2023-10-22,XBB.1.22.1,136,3
United Kingdom,2023-10-19,FL.1.5.2,206,6
United Kingdom,2023-10-21,JG.3,147,6
United Kingdom,2023-10-22,HW.1.1,136,1
United Kingdom,2023-10-20,GW.5.1.1,218,2
United Kingdom,2023-10-23,XBB.1.16.11,231,12
United Kingdom,2023-10-21,DV.7.1.1,147,2
United Kingdom,2023-10-18,EG.5.1,231,9
United Kingdom,2023-10-19,XBB.1.16,206,5
United Kingdom,2023-10-18,EG.5.1.3,231,7
United Kingdom,2023-10-18,GA.4.1,231,1
United Kingdom,2023-10-18,JD.1.1,231,8
United Kingdom,2023-10-20,XBB.1.16.16,218,1
United Kingdom,2023-10-22,XBB.1.16.15,136,5
United Kingdom,2023-10-17,EG.10.1,221,4
United Kingdom,2023-10-18,HF.1,231,1
United Kingdom,2023-10-18,GK.1.1,231,6
United Kingdom,2023-10-20,XCM,218,3
United Kingdom,2023-10-14,GS.3,164,1
United Kingdom,2023-10-14,FL.1.5.1,164,6
United Kingdom,2023-10-14,FL.20.1,164,2
United Kingdom,2021-10-21,AY.5,5246,170
United Kingdom,2023-10-12,XBB.1.16.16,248,1
United Kingdom,2023-10-09,GK.2.1,331,5
United Kingdom,2023-10-14,GK.1.1,164,3
United Kingdom,2023-10-14,XBB.1.16.11,164,8
United Kingdom,2023-10-10,FL.1.5.1,324,13
United Kingdom,2021-12-06,AY.120,11267,114
United Kingdom,2023-10-10,XBB.1.16.11,324,27
United Kingdom,2023-10-04,GK.1,306,1
United Kingdom,2023-10-18,EG.5.1.6,231,8
United Kingdom,2023-10-17,EG.5.1,221,11
United Kingdom,2023-10-16,XBB.1.16.6,194,11
United Kingdom,2023-10-21,XBB.1.16.15,147,9
United Kingdom,2023-10-16,JG.3,194,8
United Kingdom,2023-10-13,EG.5.1.1,233,21
United Kingdom,2023-10-11,XBB.1.16.15,268,23
United Kingdom,2023-10-15,EG.5.1.1,146,15
United Kingdom,2023-10-04,XBB.1.16,306,7
United Kingdom,2023-10-12,XBB.1.5.1,248,1
United Kingdom,2023-10-17,HF.1,221,3
United Kingdom,2023-10-19,HV.1,206,12
United Kingdom,2023-10-21,HV.1,147,10
United Kingdom,2023-10-20,GJ.1.2,218,1
United Kingdom,2021-01-05,B.1.177.7,1888,25
United Kingdom,2023-10-13,XBB.1.16.11,233,16
United Kingdom,2023-10-15,HK.3,146,11
United Kingdom,2023-10-20,XBB.1.16.21,218,1
United Kingdom,2023-10-16,HK.3,194,8
United Kingdom,2023-10-18,HV.1,231,12
United Kingdom,2023-10-14,HK.6,164,4
United Kingdom,2023-10-14,GK.4,164,1
United Kingdom,2023-10-12,XBB.1.16.11,248,24
United Kingdom,2023-10-19,XBB.1.16.11,206,11
United Kingdom,2023-10-16,XBB.1.16.11,194,17
United Kingdom,2023-10-16,JD.1.1.1,194,1
United Kingdom,2023-10-17,EG.5.1.1,221,16
United Kingdom,2023-10-16,GK.4,194,1
United Kingdom,2023-10-10,HK.3,324,9
United Kingdom,2023-10-16,EG.6.1,194,4
United Kingdom,2023-10-06,EG.9.1,348,1
United Kingdom,2023-10-15,EG.6.1,146,1
United Kingdom,2023-10-11,XBB.1.41.1,268,3
United Kingdom,2023-10-15,XBB.1.16.11,146,9
United Kingdom,2023-10-13,GK.2.1,233,2
United Kingdom,2021-12-08,AY.126,9630,25
United Kingdom,2022-01-08,BA.1,6619,2155
United Kingdom,2023-10-03,XBB.1.41.1,362,2
United Kingdom,2023-10-11,GK.1,268,1
United Kingdom,2023-10-24,JG.3,265,12
United Kingdom,2023-10-10,GW.5.1.1,324,11
United Kingdom,2023-10-09,GE.1,331,14
United Kingdom,2023-10-20,JM.1,218,1
United Kingdom,2023-10-23,XBB.2.3.3,231,2
United Kingdom,2023-10-18,GE.1.1,231,1
United Kingdom,2023-10-16,XBB.1.41.1,194,4
United Kingdom,2023-10-23,XBB.1.22.1,231,1
United Kingdom,2023-10-12,EG.5.1.1,248,24
United Kingdom,2023-10-21,FK.1.1,147,1
United Kingdom,2023-10-19,JD.1.1,206,7
United Kingdom,2023-10-19,FE.1.2,206,1
United Kingdom,2023-10-14,GS.4.1,164,4
United Kingdom,2023-10-17,FW.1.1,221,4
United Kingdom,2023-10-20,FE.1.2,218,1
United Kingdom,2023-10-24,XBB.1.41.1,265,4
United Kingdom,2023-10-24,EG.5.1.3,265,8
United Kingdom,2023-10-18,EG.5.1.8,231,1
United Kingdom,2023-10-20,GW.5,218,1
United Kingdom,2023-10-13,HK.3,233,10
United Kingdom,2023-10-18,EG.5.1.1,231,18
United Kingdom,2023-10-24,XBB.1.41.2,265,1
United Kingdom,2023-10-24,EG.5.1,265,10
United Kingdom,2023-10-13,HV.1,233,7
United Kingdom,2023-10-22,XCL,136,1
United Kingdom,2023-10-16,FL.1.5.2,194,5
United Kingdom,2023-10-10,GJ.1.2,324,1
United Kingdom,2023-10-24,EG.6.1,265,1
United Kingdom,2023-10-11,FW.1.1,268,1
United Kingdom,2023-10-11,JG.3,268,7
United Kingdom,2023-10-17,EG.5.1.6,221,3
United Kingdom,2023-10-07,JG.3,213,3
United Kingdom,2023-10-10,HV.1,324,13
United Kingdom,2023-10-11,HK.6,268,2
United Kingdom,2023-10-23,FL.15.1.1,231,1
United Kingdom,2023-10-22,EG.5.1.1,136,11
United Kingdom,2023-10-24,GA.4.1,265,1
United Kingdom,2023-10-21,FL.1.5.1,147,3
United Kingdom,2023-10-19,XBB.2.3,206,1
United Kingdom,2023-10-21,XBB.1.16,147,3
United Kingdom,2023-10-14,HK.3,164,6
United Kingdom,2023-10-13,GE.1,233,9
United Kingdom,2023-10-17,GW.5.1.1,221,2
United Kingdom,2023-10-16,GW.5,194,4
United Kingdom,2023-10-10,EG.5.1,324,15
United Kingdom,2023-10-18,EG.2,231,1
United Kingdom,2023-10-17,XBB.1.16.15,221,21
United Kingdom,2023-10-15,XBB.1.16.6,146,6
United Kingdom,2023-10-16,JD.1.1,194,4
United Kingdom,2023-10-11,EG.5.1.1,268,20
United Kingdom,2023-10-11,HV.1,268,13
United Kingdom,2023-10-16,EG.10.1,194,3
United Kingdom,2023-10-13,GS.3,233,1
United Kingdom,2023-10-12,GW.5,248,2
United Kingdom,2023-10-19,BA.2.86.1,206,7
United Kingdom,2021-12-01,AY.4.2,8813,1271
United Kingdom,2021-12-16,AY.122,8260,56
United Kingdom,2021-10-22,AY.46.5,4882,91
United Kingdom,2021-06-05,AY.4,3196,1993
United Kingdom,2022-02-10,BA.2,9162,1751
South Korea,2021-12-09,AY.122.5,158,66
United Kingdom,2021-12-17,AY.43,7176,142
United Kingdom,2020-12-16,B.1.177.47,1739,6
United Kingdom,2020-12-16,B.1.177,1739,368
United Kingdom,2021-11-24,AY.4.2.2,8282,533
South Korea,2021-06-27,B.1.617.2,138,27
United Kingdom,2021-12-15,AY.122,11383,46
United Kingdom,2021-12-19,AY.43,8156,97
United Kingdom,2021-12-14,AY.4.2,10077,763
United Kingdom,2021-12-16,AY.4,8260,1534
United Kingdom,2021-12-19,AY.4.2.2,8156,217
United Kingdom,2021-12-08,AY.43,9630,475
United Kingdom,2021-12-07,AY.4,12083,5093
United Kingdom,2021-12-10,B.1.617.2,7241,65
United Kingdom,2021-01-18,B.1.1.7,2358,2006
United Kingdom,2021-12-15,AY.4.2.2,11383,356
United Kingdom,2022-01-09,BA.1.17.2,6153,1514
United Kingdom,2021-12-17,AY.5,7176,54
United Kingdom,2021-12-12,B.1.617.2,8006,70
United Kingdom,2021-01-08,B.1.1.7,1709,1387
United Kingdom,2021-12-06,AY.98,11267,522
United Kingdom,2021-12-04,AY.43,6673,418
United Kingdom,2020-09-24,B.1.177,1977,586
United Kingdom,2020-10-12,B.1.177,1349,506
United Kingdom,2022-01-10,BA.1.10,10277,24
United Kingdom,2021-11-12,AY.43,7130,392
United Kingdom,2021-06-06,AY.4,3134,2029
United Kingdom,2022-01-07,AY.112,7507,2
United Kingdom,2022-01-25,BA.1.1.12,9492,78
United Kingdom,2021-12-22,AY.98,7219,50
United Kingdom,2021-10-24,AY.120,5543,124
United Kingdom,2021-12-16,AY.43,8260,192
United Kingdom,2021-01-09,B.1.1.7,2188,1748
United Kingdom,2022-01-30,BA.1.15.1,8964,317
United Kingdom,2021-12-13,AY.98,9810,251
United Kingdom,2021-12-03,AY.34,7357,20
United Kingdom,2021-12-17,AY.34,7176,7
United Kingdom,2021-12-06,AY.4.2,11267,1592
United Kingdom,2021-12-21,AY.4.3,7518,3
United Kingdom,2021-12-31,AY.4,7814,113
United Kingdom,2021-12-09,AY.4.2,7771,976
United Kingdom,2021-02-24,B.1.1.7,2070,2013
United Kingdom,2021-12-12,AY.5,8006,126
United Kingdom,2021-12-10,AY.121,7241,18
United Kingdom,2021-12-08,AY.4.2,9630,1268
United Kingdom,2021-12-29,AY.4.2.2,12502,76
United Kingdom,2021-12-15,AY.98,11383,207
United Kingdom,2020-08-05,B.1.1.262,129,1
United Kingdom,2021-12-13,AY.5,9810,101
United Kingdom,2021-09-27,AY.4.2.2,7011,53
United Kingdom,2021-12-14,AY.98,10077,222
South Korea,2021-11-29,AY.122.5,195,65
United Kingdom,2021-12-23,B.1.617.2,7318,19
United Kingdom,2021-12-13,AY.3,9810,33
United Kingdom,2021-12-15,AY.4.3,11383,7
United Kingdom,2021-12-18,AY.43,9894,173
United Kingdom,2021-12-20,AY.4,10549,948
United Kingdom,2021-06-10,AY.4,1602,960
United Kingdom,2021-12-20,AY.98,10549,90
United Kingdom,2021-12-23,AY.4.2.2,7318,97
United Kingdom,2022-01-07,AY.43,7507,18
United Kingdom,2021-12-14,AY.4.2.2,10077,469
United Kingdom,2021-12-23,AY.4,7318,517
United Kingdom,2021-12-15,AY.5,11383,94
United Kingdom,2021-06-07,AY.4,4297,2804
United Kingdom,2021-12-24,AY.4.2,4579,87
United Kingdom,2021-12-21,AY.5,7518,29
United Kingdom,2021-12-14,AY.43,10077,252
United Kingdom,2020-12-31,B.1.1.7,1370,971
United Kingdom,2022-03-21,BA.2.10,10154,271
United Kingdom,2022-03-21,BA.2.9,10154,568
United Kingdom,2021-12-22,AY.43,7219,68
South Korea,2023-10-04,EG.5.1.1,357,66
United Kingdom,2020-08-15,B.1.258,104,2
United Kingdom,2021-12-17,AY.127,7176,28
United Kingdom,2020-03-23,B.1.1.372,722,24
United Kingdom,2021-12-18,AY.4.2.1,9894,124
United Kingdom,2021-12-13,AY.6,9810,29
United Kingdom,2021-12-14,AY.5,10077,99
United Kingdom,2020-10-15,B.1.177,1671,481
United Kingdom,2021-12-26,AY.4,6821,239
United Kingdom,2021-12-27,AY.4.2,9076,124
United Kingdom,2021-02-28,B.1.1.7,1864,1814
United Kingdom,2020-10-15,B.1.1.307,1671,64
United Kingdom,2020-10-11,B.1.160,643,15
United Kingdom,2021-10-22,AY.4.2.3,4882,5
United Kingdom,2020-10-24,C.30,922,5
United Kingdom,2021-10-22,AY.87,4882,3
United Kingdom,2020-10-24,AD.2,922,26
United Kingdom,2021-12-25,AY.4,3136,132
United Kingdom,2020-11-02,B.1.177.15,2288,21
South Korea,2021-10-02,B.1.617.2,69,12
United Kingdom,2021-12-13,AY.103,9810,18
United Kingdom,2020-06-14,B.1.1.220,357,4
South Korea,2023-10-02,EG.5.1.1,163,44
United Kingdom,2020-07-04,B.1.1.301,139,12
United Kingdom,2021-10-20,AY.6,5831,117
United Kingdom,2021-12-29,BA.1.1,12502,1553
United Kingdom,2021-12-02,AY.43,8093,454
United Kingdom,2021-10-23,B.1.617.2,5906,58
United Kingdom,2022-01-08,BA.1.17.2,6619,1667
United Kingdom,2021-02-18,B.1.1.7,2033,1968
United Kingdom,2022-01-08,BA.1.15.1,6619,413
United Kingdom,2021-10-14,AY.6,4734,77
United Kingdom,2021-10-23,AY.90,5906,16
United Kingdom,2021-12-10,AY.46.6,7241,10
United Kingdom,2021-12-12,AY.25.1,8006,10
United Kingdom,2021-12-12,BA.1.17.2,8006,838
United Kingdom,2021-10-25,AY.6,6334,71
United Kingdom,2021-11-02,B.1.617.2,5736,61
United Kingdom,2021-10-19,AY.46.5,6882,108
United Kingdom,2022-02-11,BA.2,9446,1940
South Korea,2021-12-16,AY.69,161,90
South Korea,2021-12-20,AY.69,77,35
South Korea,2021-12-20,AY.122.5,77,35
United Kingdom,2021-10-26,AY.98,6069,239
South Korea,2021-07-09,B.1.617.2,162,41
United Kingdom,2021-09-08,AY.43,5729,137
United Kingdom,2021-09-15,AY.4,5564,3927
United Kingdom,2021-06-15,B.1.1.7,3197,134
United Kingdom,2021-09-26,AY.4,4855,3172
United Kingdom,2021-10-03,AY.4.2,5022,358
United Kingdom,2021-10-15,AY.43,4764,151
South Korea,2021-09-11,B.1.617.2,200,25
South Korea,2021-10-04,B.1.617.2,73,22
South Korea,2021-10-21,B.1.617.2,155,38
United Kingdom,2021-09-16,AY.4,6127,4295
United Kingdom,2021-10-22,AY.3,4882,10
United Kingdom,2021-06-23,B.1.1.7,3704,73
South Korea,2021-11-05,B.1.617.2,214,33
South Korea,2021-11-02,B.1.617.2,108,52
South Korea,2021-11-14,B.1.617.2,154,52
South Korea,2021-11-08,B.1.617.2,124,35
South Korea,2021-11-11,B.1.617.2,116,17
South Korea,2021-11-24,B.1.617.2,165,64
United Kingdom,2021-12-09,AY.122,7771,88
United Kingdom,2021-11-08,AY.98,9742,354
United Kingdom,2021-12-30,AY.4.2.2,10723,55
South Korea,2021-12-07,AY.122.5,91,54
United Kingdom,2021-07-01,AY.4,4892,3498
United Kingdom,2021-12-08,AY.124.1,9630,1
United Kingdom,2021-06-22,AY.9,4385,221
United Kingdom,2021-10-05,AY.4,5315,3485
South Korea,2021-10-14,B.1.617.2,137,27
United Kingdom,2021-06-09,AY.4,2618,1664
United Kingdom,2021-12-23,AY.4.2,7318,225
United Kingdom,2021-12-26,AY.98,6821,25
United Kingdom,2021-06-08,B.1.617.2,3408,170
United Kingdom,2021-12-28,AY.4,10611,199
United Kingdom,2022-04-15,BA.2,2255,1635
United Kingdom,2021-06-08,AY.4,3408,2211
United Kingdom,2021-06-07,AY.120,4297,124
South Korea,2023-10-02,EG.5.1.8,163,4
South Korea,2023-10-04,FL.15,357,3
South Korea,2023-10-02,FL.10.1,163,4
South Korea,2023-10-04,HK.3,357,156
United Kingdom,2021-06-07,B.1.1.7,4297,342
South Korea,2023-10-02,HK.3,163,44
United Kingdom,2022-01-01,AY.4.2,5477,42
United Kingdom,2022-01-01,AY.4,5477,66
United Kingdom,2021-12-29,AY.4,12502,231
United Kingdom,2023-10-07,EG.5.1.6,213,5
United Kingdom,2022-01-29,BA.1.17.2,7534,1148
United Kingdom,2023-10-06,XBB.1.16.6,348,14
United Kingdom,2023-10-07,EG.5.1.1,213,20
United Kingdom,2023-10-09,XBB.2.3.3,331,1
United Kingdom,2023-10-02,XBB.1.5.70,306,2
United Kingdom,2023-10-08,HK.6,245,7
United Kingdom,2023-10-08,XBB.2.3.2,245,1
United Kingdom,2023-10-06,HF.1,348,7
United Kingdom,2023-10-09,XBB.1.16.15,331,25
United Kingdom,2023-10-04,XBB.1.16.6,306,10
United Kingdom,2023-10-06,XBB.1.16.15,348,18
United Kingdom,2023-10-04,XBB.1.16.15,306,16
United Kingdom,2023-10-05,EG.5.1.4,332,9
United Kingdom,2023-10-08,GS.4.1,245,4
United Kingdom,2023-10-10,FL.5,324,2
United Kingdom,2023-10-09,XBB.1.16.11,331,15
United Kingdom,2023-10-10,XBB.1.16.15,324,16
United Kingdom,2023-10-05,EG.5.1.1,332,21
United Kingdom,2022-01-03,B,11683,4
United Kingdom,2023-10-08,EG.5.1.1,245,13
United Kingdom,2023-10-03,GK.2.1,362,2
United Kingdom,2023-10-06,XBB.1.9.1,348,1
United Kingdom,2023-10-08,XBB.1.16.21,245,1
United Kingdom,2023-10-03,XBB.1.16.15,362,27
United Kingdom,2023-10-09,EG.5.1,331,18
United Kingdom,2023-10-06,EG.5.1.3,348,25
United Kingdom,2021-06-10,AY.5,1602,72
United Kingdom,2023-10-08,EG.5.1.3,245,15
United Kingdom,2023-10-08,XBB.1.5.7,245,1
United Kingdom,2023-10-09,JD.1.1.2,331,1
United Kingdom,2023-10-07,XBB.1.16.11,213,10
United Kingdom,2023-10-05,FL.20.1,332,5
United Kingdom,2023-10-05,EG.5.1,332,16
United Kingdom,2023-10-05,XBB.1.16.11,332,19
United Kingdom,2023-10-06,FL.20.1,348,3
United Kingdom,2023-10-03,EG.5.1.1,362,23
United Kingdom,2023-09-26,XBB.1.41.1,330,2
United Kingdom,2023-10-06,GW.5.1.1,348,3
United Kingdom,2023-10-08,XBB.1.16.11,245,17
United Kingdom,2023-10-07,DV.7.1,213,6
United Kingdom,2023-10-03,EG.5.1.6,362,13
United Kingdom,2023-10-03,XBB.1.16.21,362,2
United Kingdom,2023-10-02,DV.7.1,306,5
United Kingdom,2023-10-06,EG.5.1.1,348,22
United Kingdom,2023-10-05,GK.2.1,332,3
United Kingdom,2023-10-06,HV.1,348,12
United Kingdom,2023-10-10,GK.2,324,2
United Kingdom,2023-10-06,XBB.1.16,348,8
United Kingdom,2023-10-09,EG.5.1.1,331,28
United Kingdom,2023-10-03,EG.5.1.3,362,31
United Kingdom,2023-10-01,JD.1.1,209,12
United Kingdom,2023-10-04,EG.5.1.6,306,3
United Kingdom,2023-10-01,FW.1.1,209,2
United Kingdom,2023-10-02,XBB.1.16,306,8
United Kingdom,2023-09-28,XBB.1.16,251,7
United Kingdom,2023-10-05,HV.1,332,9
United Kingdom,2023-10-04,EG.5.1,306,13
United Kingdom,2023-10-07,EG.5.1.3,213,7
United Kingdom,2023-10-06,XBB.1.16.11,348,19
United Kingdom,2023-09-25,FL.1.5.1,278,16
United Kingdom,2023-09-28,GE.1,251,8
United Kingdom,2023-09-29,FW.1.1,272,1
United Kingdom,2023-09-29,XBB.1.16.11,272,14
United Kingdom,2023-10-02,GW.5.1.1,306,5
United Kingdom,2023-10-05,GW.5.1.1,332,6
United Kingdom,2023-10-08,GW.5.1.1,245,9
United Kingdom,2023-10-07,EG.5.1,213,18
United Kingdom,2021-12-21,AY.4.2.1,7518,59
United Kingdom,2023-09-28,GW.5.1.1,251,3
United Kingdom,2023-09-29,FL.1.5.1,272,13
United Kingdom,2023-09-28,EG.5.1,251,20
United Kingdom,2023-09-28,FL.1.5.1,251,15
United Kingdom,2023-09-28,JG.3,251,4
United Kingdom,2023-09-28,XBB.1.16.11,251,13
United Kingdom,2023-10-05,EG.9.1,332,1
United Kingdom,2023-09-12,XBB.1.16.11,212,18
United Kingdom,2023-09-27,JG.3,258,4
United Kingdom,2023-09-29,GE.1,272,13
