country,date,lineage,denominator,numerator
United Kingdom,2021-08-05,AY.120,4431,167
United Kingdom,2021-08-05,B.1.621.1,4431,2
United Kingdom,2021-11-06,AY.6,5063,63
South Korea,2021-11-05,AY.28,214,1
United Kingdom,2021-08-05,AY.9.2,4431,12
United Kingdom,2022-01-19,BA.1.1.12,9994,54
South Korea,2021-10-27,AY.69,146,52
United Kingdom,2021-11-05,AY.4.1,6717,7
South Korea,2021-11-02,AY.126,108,2
United Kingdom,2021-08-05,AY.5,4431,214
United Kingdom,2021-10-30,AY.121.1,6152,2
United Kingdom,2021-11-07,AY.46.5,6152,94
United Kingdom,2021-08-05,AY.9,4431,57
South Korea,2021-11-06,AY.25,165,1
United Kingdom,2021-08-05,AY.5.4,4431,3
United Kingdom,2021-11-04,AY.121,6136,26
United Kingdom,2021-10-20,AY.111,5831,48
United Kingdom,2021-11-04,AY.119.2,6136,1
United Kingdom,2021-10-15,AY.4.2.1,4764,82
South Korea,2021-11-05,AY.23.1,214,1
United Kingdom,2021-10-08,AY.5,5116,200
United Kingdom,2021-10-30,AY.111,6152,56
United Kingdom,2021-10-25,AY.111,6334,50
United Kingdom,2021-10-15,AY.98,4764,141
United Kingdom,2021-08-05,AY.20,4431,1
United Kingdom,2021-08-05,AY.3,4431,2
South Korea,2021-11-06,AY.122,165,3
United Kingdom,2021-08-05,AY.7,4431,33
United Kingdom,2021-08-05,AY.47,4431,1
United Kingdom,2021-08-05,AY.88,4431,4
United Kingdom,2021-11-06,AY.124,5063,8
United Kingdom,2021-11-04,AY.121.1,6136,1
United Kingdom,2021-08-06,AY.43,4275,94
United Kingdom,2021-06-30,AY.98,4664,166
United Kingdom,2021-11-06,AY.4.1,5063,4
United Kingdom,2021-08-13,AY.5,3132,172
United Kingdom,2021-05-06,B.1.1.7,1243,930
United Kingdom,2021-11-06,AY.42,5063,4
United Kingdom,2021-11-06,AY.34,5063,7
South Korea,2023-10-15,FL.10.1,60,3
South Korea,2023-10-14,HK.3,46,27
South Korea,2023-10-17,JD.1.1,152,3
South Korea,2023-10-15,EG.5.1.1,60,8
South Korea,2023-10-15,EG.5.1,60,5
South Korea,2023-10-15,FY.2,60,2
United Kingdom,2021-04-05,B.1.1.7,1407,1376
South Korea,2023-10-15,GY.8,60,1
South Korea,2023-10-16,XBC.1.6.1,304,1
South Korea,2023-10-16,FL.15,304,1
South Korea,2023-10-16,EG.5.1.8,304,11
South Korea,2023-10-15,EG.5.1.4,60,1
South Korea,2023-10-15,FL.13.2,60,1
South Korea,2023-10-16,HK.3.1,304,2
South Korea,2023-10-15,EG.5.1.8,60,1
South Korea,2023-10-16,XBB.1,304,1
United Kingdom,2021-11-04,AY.87,6136,3
South Korea,2023-10-13,EG.5.1.4,83,1
South Korea,2023-10-16,HK.2,304,3
United Kingdom,2021-11-05,AY.33,6717,2
South Korea,2023-10-13,EG.5.1.8,83,3
South Korea,2023-10-16,GE.1,304,2
South Korea,2023-10-15,HF.1,60,2
South Korea,2023-10-14,FY.2,46,1
South Korea,2023-10-16,EG.5.1,304,19
South Korea,2023-10-09,EG.1.6,97,1
United Kingdom,2021-11-06,AY.4.2.2,5063,204
South Korea,2023-10-09,XBB.2.3,97,2
South Korea,2023-10-08,XBB.1.16,15,1
South Korea,2023-10-15,EG.5.1.6,60,1
United Kingdom,2021-08-15,AY.46.5,5308,60
United Kingdom,2021-11-04,AY.5.4,6136,3
South Korea,2023-10-10,XBB.1.9.2,310,1
South Korea,2023-10-06,XBB.1.16,32,1
South Korea,2023-10-17,XBB.1.16.9,152,1
South Korea,2023-10-18,FY.2,121,3
South Korea,2023-10-16,HF.1,304,8
United Kingdom,2021-11-06,AY.120,5063,120
South Korea,2023-10-14,XBC.1.6.1,46,1
United Kingdom,2021-09-04,AY.4.2,4688,155
South Korea,2023-10-15,FL.15,60,1
South Korea,2023-10-18,HK.11,121,1
South Korea,2023-10-18,XBC.1.6.1,121,1
South Korea,2023-10-09,HV.1,97,2
United Kingdom,2021-11-05,AY.34.1,6717,9
United Kingdom,2021-12-27,AY.98,9076,44
South Korea,2023-10-12,HF.1,94,3
South Korea,2023-10-15,EG.1.4.1,60,1
South Korea,2023-10-13,HG.2,83,1
South Korea,2023-10-15,HV.1,60,2
South Korea,2023-10-11,FL.15,146,2
South Korea,2023-10-11,HF.1,146,2
South Korea,2023-10-13,EG.5.1.1,83,8
South Korea,2023-10-17,HK.2,152,2
South Korea,2023-10-12,XCH.1,94,1
South Korea,2023-10-17,HK.1,152,1
South Korea,2023-10-15,HK.8,60,1
South Korea,2023-10-17,FL.4,152,1
South Korea,2023-10-11,XBB.2.3,146,1
United Kingdom,2022-01-19,BA.2.10,9994,53
South Korea,2023-10-11,XCH.1,146,1
South Korea,2023-10-08,EG.5.1,15,1
South Korea,2023-10-11,XBB.1.16,146,1
South Korea,2023-10-18,JD.1.1,121,2
South Korea,2023-10-10,FY.5,310,1
South Korea,2023-10-17,FL.10.1,152,4
South Korea,2023-10-20,FY.3,80,2
South Korea,2023-10-16,FY.5,304,1
South Korea,2023-10-10,EG.1,310,1
United Kingdom,2021-12-31,BA.1.1.14,7814,88
South Korea,2023-10-10,GJ.3,310,2
United Kingdom,2022-01-21,BA.1.1.4,10586,26
South Korea,2023-10-09,GY.5,97,1
South Korea,2023-10-10,XBB.2.3,310,1
South Korea,2023-10-10,EG.6.1,310,1
South Korea,2023-10-10,HK.8,310,1
South Korea,2023-10-09,HK.1,97,1
South Korea,2023-10-10,EG.5,310,3
South Korea,2023-10-10,JE.1.1,310,1
South Korea,2023-10-09,GK.1,97,1
South Korea,2023-10-09,FL.14,97,1
South Korea,2023-10-10,FL.2.2.1,310,1
South Korea,2023-10-10,HK.3.1,310,2
South Korea,2023-10-10,HK.3.3,310,1
South Korea,2023-10-11,FY.3.2,146,1
South Korea,2023-10-11,FL.24,146,1
South Korea,2023-10-11,HK.3.2,146,1
South Korea,2023-10-10,FY.2,310,1
South Korea,2023-10-11,HG.1,146,1
South Korea,2023-10-11,FY.2,146,1
South Korea,2021-12-04,AY.122,80,4
South Korea,2023-10-10,EG.5.1.3,310,1
South Korea,2023-10-12,HV.1,94,1
South Korea,2023-10-16,JD.1.2,304,1
South Korea,2023-10-18,FY.3,121,2
South Korea,2023-10-16,FY.2,304,3
South Korea,2023-10-17,GJ.5,152,1
United Kingdom,2021-07-05,B.1.1.7,5683,42
United Kingdom,2021-08-07,AY.98,4099,123
United Kingdom,2021-11-05,AY.98.1,6717,14
United Kingdom,2021-11-04,AY.4.3,6136,7
United Kingdom,2021-10-12,AY.120,6957,176
United Kingdom,2021-11-05,AY.3,6717,17
United Kingdom,2022-01-19,BD.1,9994,55
United Kingdom,2021-11-05,AY.4.3,6717,15
United Kingdom,2021-11-04,AY.126,6136,10
United Kingdom,2021-11-06,AY.109,5063,10
United Kingdom,2021-11-06,AY.121.1,5063,3
United Kingdom,2021-06-10,B.1.1.7,1602,156
United Kingdom,2021-11-06,AY.7,5063,3
United Kingdom,2021-11-04,AY.110,6136,1
United Kingdom,2020-12-10,B.1.258,2337,55
United Kingdom,2021-11-04,AY.44,6136,7
United Kingdom,2021-11-13,AY.4.2.2,6584,280
United Kingdom,2021-11-04,AY.39,6136,1
South Korea,2023-10-11,EG.5.1.3,146,1
United Kingdom,2021-12-11,B.1.617.2,6148,58
United Kingdom,2022-01-19,BA.1.21,9994,7
United Kingdom,2021-11-04,B.1.617.2,6136,64
United Kingdom,2021-08-17,AY.9.2,5657,15
United Kingdom,2021-08-05,AY.125,4431,5
United Kingdom,2021-06-02,B.1.1.7,3222,389
United Kingdom,2021-11-04,AY.4.5,6136,8
United Kingdom,2022-01-16,BA.1.1,7221,1749
United Kingdom,2021-11-15,AY.120,7970,139
United Kingdom,2021-12-06,AY.5,11267,201
United Kingdom,2020-12-11,B.1,1577,13
United Kingdom,2022-04-18,BA.2.12.1,2940,11
United Kingdom,2022-01-18,BA.1.1.14,10828,161
United Kingdom,2021-09-29,AY.4.2,7136,438
United Kingdom,2021-11-04,AY.34,6136,18
United Kingdom,2022-04-18,BA.2.3,2940,81
United Kingdom,2021-11-05,AY.125,6717,11
United Kingdom,2021-11-02,AY.7,5736,10
United Kingdom,2021-10-04,AY.4.2,6622,494
United Kingdom,2021-08-29,AY.46.5,4277,55
United Kingdom,2021-11-04,AY.98.1,6136,8
United Kingdom,2021-10-31,AY.98.1,7348,10
United Kingdom,2021-08-31,AY.6,7329,236
United Kingdom,2021-05-15,B.1.1.7,822,401
United Kingdom,2021-05-19,B.1.1.7,1628,636
United Kingdom,2021-09-04,AY.46.5,4688,55
United Kingdom,2021-11-26,B.1.617.2,9541,106
United Kingdom,2021-11-04,AY.34.1,6136,6
United Kingdom,2021-11-04,AY.4.8,6136,37
United Kingdom,2021-11-03,AY.121,6735,19
United Kingdom,2021-11-03,AY.4.9,6735,9
United Kingdom,2021-11-13,AY.43,6584,334
South Korea,2023-10-19,HK.8,88,1
South Korea,2023-10-19,HV.1,88,2
South Korea,2023-10-14,EG.5.1,46,4
South Korea,2023-10-18,JE.1.1,121,1
South Korea,2023-10-16,XBB.1.42.2,304,1
United Kingdom,2022-01-18,BA.1.14,10828,14
United Kingdom,2021-10-31,AY.111,7348,65
United Kingdom,2021-10-31,AY.4.2.5,7348,3
United Kingdom,2022-01-14,BA.1,9342,2644
United Kingdom,2021-11-01,AY.46,7466,4
United Kingdom,2021-09-14,AY.9,5404,22
South Korea,2022-01-07,AY.122.5,169,45
United Kingdom,2021-11-05,AY.87,6717,4
United Kingdom,2021-11-05,AY.109,6717,12
United Kingdom,2021-11-14,AY.98,5981,244
United Kingdom,2021-11-14,AY.127,5981,35
United Kingdom,2021-11-14,AY.4.2,5981,645
United Kingdom,2021-11-05,AY.4.2.3,6717,14
United Kingdom,2021-11-15,AY.4.2,7970,949
United Kingdom,2022-04-18,BA.2.18,2940,60
United Kingdom,2022-04-18,BA.2.23,2940,162
United Kingdom,2021-12-12,AY.112,8006,1
United Kingdom,2021-12-14,AY.98.1,10077,5
United Kingdom,2021-12-05,AY.111,8087,77
United Kingdom,2021-12-11,AY.43,6148,242
United Kingdom,2021-11-05,AY.25,6717,4
United Kingdom,2021-12-12,AY.4.2.5,8006,21
United Kingdom,2021-12-12,AY.98,8006,246
South Korea,2022-07-15,Unassigned,163,103
South Korea,2022-07-06,Unassigned,370,170
South Korea,2021-12-01,AY.122.5,169,79
United Kingdom,2021-11-05,AY.103,6717,2
United Kingdom,2021-11-29,AY.127,12639,89
United Kingdom,2021-11-04,AY.25.1,6136,4
United Kingdom,2021-08-07,AY.5,4099,215
United Kingdom,2021-12-15,AY.34.1,11383,23
United Kingdom,2021-12-11,AY.43.8,6148,5
United Kingdom,2021-11-05,AY.34.2,6717,4
United Kingdom,2021-11-04,AY.7.2,6136,1
United Kingdom,2021-07-24,AY.98,4172,102
United Kingdom,2021-12-05,AY.3,8087,21
United Kingdom,2022-07-09,BA.5.1.2,1033,10
United Kingdom,2022-07-11,DE.1,1957,2
United Kingdom,2022-07-11,BA.5.5,1957,12
United Kingdom,2021-12-16,AY.90,8260,10
United Kingdom,2022-07-11,BA.5.1.9,1957,12
United Kingdom,2022-07-11,BF.5,1957,21
United Kingdom,2022-07-11,BA.5.1.22,1957,34
United Kingdom,2022-07-12,BF.10,1876,3
United Kingdom,2022-07-12,BE.1.1.2,1876,1
United Kingdom,2022-07-09,BA.5.2.1,1033,123
United Kingdom,2021-12-18,AY.5,9894,43
United Kingdom,2022-07-12,BF.6,1876,13
United Kingdom,2022-07-11,BF.28,1957,14
United Kingdom,2022-07-11,BF.6,1957,23
United Kingdom,2022-07-11,BF.4,1957,22
United Kingdom,2022-07-11,BA.5,1957,41
United Kingdom,2022-07-11,BK.1,1957,2
United Kingdom,2021-11-04,AY.90,6136,5
United Kingdom,2022-07-10,BF.1,1163,11
United Kingdom,2022-07-11,BF.7,1957,1
United Kingdom,2022-07-11,BA.5.6,1957,6
United Kingdom,2022-07-12,BA.5.1.30,1876,25
United Kingdom,2022-07-11,BE.1.1.2,1957,4
United Kingdom,2022-07-11,BA.5.2.3,1957,38
United Kingdom,2022-07-12,BA.5.2.20,1876,16
United Kingdom,2022-07-10,BA.2.12.1,1163,18
United Kingdom,2022-07-12,BF.4,1876,15
United Kingdom,2022-07-11,BA.5.5.1,1957,1
United Kingdom,2022-07-10,BF.6,1163,8
United Kingdom,2022-07-13,BA.5.1.20,1619,1
United Kingdom,2022-07-11,BA.5.2.27,1957,1
United Kingdom,2022-07-13,BA.5.1.2,1619,9
United Kingdom,2022-07-13,BA.4.1.1,1619,3
United Kingdom,2022-07-13,BE.1.1,1619,63
United Kingdom,2022-07-11,BA.5.1.25,1957,4
United Kingdom,2022-07-13,BF.6,1619,17
United Kingdom,2022-07-10,BF.5,1163,9
United Kingdom,2022-07-12,BA.5.1.4,1876,6
United Kingdom,2022-07-11,BA.5.2.9,1957,9
United Kingdom,2022-07-13,BA.5.1.22,1619,29
United Kingdom,2022-07-09,BA.2.12.1,1033,22
United Kingdom,2022-07-13,BA.5.1.23,1619,25
United Kingdom,2022-07-13,BF.4,1619,7
United Kingdom,2022-07-12,BA.4.6.1,1876,7
South Korea,2021-07-30,B.1.617.2,134,37
South Korea,2021-08-08,B.1.617.2,87,24
United Kingdom,2022-07-08,BA.5.2.1,2047,251
United Kingdom,2022-07-11,BF.10,1957,3
United Kingdom,2021-08-09,AY.6,3577,126
United Kingdom,2022-07-13,BA.5.2.3,1619,31
United Kingdom,2022-07-11,BA.2.9,1957,6
United Kingdom,2022-07-11,BF.11,1957,8
United Kingdom,2021-11-04,AY.108,6136,1
United Kingdom,2021-09-24,AY.5,6460,253
United Kingdom,2021-11-05,AY.36,6717,16
United Kingdom,2021-12-18,AY.121.1,9894,4
United Kingdom,2022-07-09,BA.4.6.1,1033,2
United Kingdom,2021-11-04,AY.7,6136,4
United Kingdom,2021-12-09,AY.109,7771,6
United Kingdom,2021-11-04,AY.4.1,6136,2
United Kingdom,2022-07-11,BA.5.2.20,1957,12
United Kingdom,2021-07-15,AY.5,2754,159
United Kingdom,2022-07-08,BA.5.2.3,2047,53
United Kingdom,2021-11-01,AY.88,7466,1
United Kingdom,2022-07-09,BA.5.2,1033,110
United Kingdom,2022-07-13,BF.10,1619,6
United Kingdom,2022-07-11,BF.36,1957,4
United Kingdom,2022-07-09,BE.1.1,1033,45
United Kingdom,2020-10-03,B.1.177,673,183
United Kingdom,2022-07-12,BF.2,1876,2
United Kingdom,2021-09-25,AY.4.2,3193,211
United Kingdom,2022-07-12,BA.5.8,1876,24
United Kingdom,2022-07-10,BA.2.13.1,1163,1
United Kingdom,2021-12-22,AY.46.5,7219,15
United Kingdom,2021-12-23,AY.98,7318,59
United Kingdom,2022-07-10,BA.5.1.2,1163,7
United Kingdom,2022-07-13,BA.5.2.9,1619,7
United Kingdom,2023-02-06,CH.1.1.1,677,41
United Kingdom,2022-07-13,BA.2.12.1,1619,24
United Kingdom,2022-07-13,BA.5.2.20,1619,16
United Kingdom,2022-07-13,BE.5,1619,2
United Kingdom,2022-07-11,BA.4.1.10,1957,1
United Kingdom,2022-07-10,BF.41,1163,2
United Kingdom,2022-07-10,BA.4.1,1163,48
United Kingdom,2022-07-11,BA.4.6,1957,33
United Kingdom,2021-07-31,AY.4.2,3910,41
United Kingdom,2020-09-24,B.1.389,1977,15
United Kingdom,2021-06-18,B.1.1.7,3571,113
United Kingdom,2021-08-27,AY.98,6684,197
United Kingdom,2021-01-11,B.1.177,2285,232
United Kingdom,2022-07-13,BA.5.8,1619,27
United Kingdom,2022-07-13,BA.5.1.30,1619,15
United Kingdom,2021-06-21,AY.120,3272,72
United Kingdom,2021-06-21,AY.9,3272,74
United Kingdom,2021-11-22,AY.122,10391,122
United Kingdom,2021-06-20,AY.4,2201,1836
United Kingdom,2022-01-20,BA.2.10,9296,55
United Kingdom,2021-07-30,AY.4.8,4283,4
United Kingdom,2021-12-26,AY.4.2.2,6821,53
United Kingdom,2021-12-24,AY.43,4579,26
United Kingdom,2021-07-28,AY.20,4705,1
United Kingdom,2022-07-13,BA.5,1619,43
United Kingdom,2021-11-04,AY.4.2.5,6136,1
United Kingdom,2021-12-21,AY.126,7518,6
United Kingdom,2022-07-13,BF.1,1619,17
United Kingdom,2021-01-17,B.1.177.4,2022,13
United Kingdom,2022-07-12,BA.5.2.9,1876,3
United Kingdom,2021-11-04,AY.46,6136,1
United Kingdom,2021-12-15,AY.126,11383,22
United Kingdom,2022-07-12,BA.5.2.2,1876,4
United Kingdom,2021-07-27,AY.37,4319,1
United Kingdom,2021-07-31,AY.5,3910,189
United Kingdom,2022-04-17,BA.2.1,1945,40
United Kingdom,2022-01-20,BA.1.19,9296,8
United Kingdom,2021-07-29,AY.122,5547,16
United Kingdom,2021-11-23,AY.127,8029,66
United Kingdom,2021-12-26,AY.46.6,6821,3
United Kingdom,2021-08-12,AY.4,4421,3346
United Kingdom,2021-10-31,AY.4.2.3,7348,8
United Kingdom,2021-07-30,AY.70,4283,3
United Kingdom,2021-07-30,AY.4.2,4283,66
United Kingdom,2021-11-04,AY.103,6136,5
United Kingdom,2021-07-30,AY.120,4283,135
United Kingdom,2021-07-30,B.1.617.2,4283,67
United Kingdom,2021-07-30,AY.4.1,4283,9
United Kingdom,2021-10-31,AY.9.2,7348,31
United Kingdom,2021-07-30,AY.121,4283,5
United Kingdom,2021-08-16,AY.6,4707,166
South Korea,2021-12-17,AY.122.5,105,51
United Kingdom,2021-07-30,AY.87,4283,8
United Kingdom,2021-07-30,AY.7,4283,40
South Korea,2021-07-03,B.1.617.2,106,23
South Korea,2021-08-23,B.1.617.2,155,62
United Kingdom,2022-01-18,AY.4,10828,12
United Kingdom,2021-07-30,AY.6,4283,199
United Kingdom,2021-07-28,AY.8,4705,7
United Kingdom,2021-11-05,AY.9,6717,3
United Kingdom,2021-07-30,AY.8,4283,6
United Kingdom,2021-06-23,AY.10,3704,25
United Kingdom,2021-07-30,AY.98,4283,83
United Kingdom,2021-06-24,AY.7,3713,108
United Kingdom,2021-06-25,AY.120,2943,62
United Kingdom,2021-07-31,AY.98,3910,85
United Kingdom,2021-12-23,AY.127,7318,16
United Kingdom,2021-07-31,AY.6,3910,148
United Kingdom,2021-12-26,AY.46.5,6821,11
United Kingdom,2021-06-23,B.1.617.2,3704,72
United Kingdom,2021-07-31,AY.120,3910,141
United Kingdom,2021-12-21,AY.46.6,7518,2
United Kingdom,2021-10-31,AY.34,7348,12
United Kingdom,2021-07-31,AY.9,3910,42
United Kingdom,2021-06-29,AY.10,6258,37
United Kingdom,2021-07-03,AY.8,2824,13
United Kingdom,2021-06-29,AY.98,6258,204
United Kingdom,2021-06-28,AY.8,4523,16
United Kingdom,2021-06-24,AY.5,3713,168
United Kingdom,2021-12-16,AY.46.5,8260,48
United Kingdom,2021-11-05,AY.42,6717,5
United Kingdom,2021-11-05,AY.34,6717,17
United Kingdom,2021-06-24,AY.6,3713,139
United Kingdom,2021-06-24,AY.9,3713,223
United Kingdom,2021-06-28,B.1.617.2,4523,124
United Kingdom,2021-07-31,AY.4.9,3910,5
United Kingdom,2021-06-28,AY.7,4523,42
United Kingdom,2021-07-31,AY.7,3910,30
United Kingdom,2020-05-04,B.28,350,3
United Kingdom,2021-06-25,AY.7,2943,29
United Kingdom,2021-06-11,B,1211,5
South Korea,2022-01-05,AY.69,262,47
United Kingdom,2021-06-27,AY.58,3611,6
United Kingdom,2021-06-30,AY.8,4664,32
United Kingdom,2021-11-05,AY.25.1,6717,4
United Kingdom,2021-10-10,AY.6,5514,78
United Kingdom,2021-11-05,AY.60,6717,5
United Kingdom,2021-07-29,AY.34.1,5547,6
United Kingdom,2022-01-07,AY.122,7507,8
United Kingdom,2021-07-08,AY.111,3807,6
South Korea,2022-07-08,Unassigned,168,71
South Korea,2022-07-11,Unassigned,177,41
United Kingdom,2021-11-04,AY.34.2,6136,6
United Kingdom,2021-07-05,AY.7,5683,57
United Kingdom,2020-09-18,B.1.1.37,661,45
United Kingdom,2021-11-04,AY.46.6,6136,5
South Korea,2021-12-22,AY.122.5,169,79
United Kingdom,2021-10-07,AY.4.2.2,6655,99
United Kingdom,2021-07-11,AY.120,2983,88
United Kingdom,2021-07-11,AY.98,2983,94
United Kingdom,2021-07-12,AY.90,3076,2
United Kingdom,2021-07-27,B.1.617.2,4319,60
United Kingdom,2021-11-04,AY.4.2.3,6136,19
United Kingdom,2021-07-04,AY.7,4949,38
United Kingdom,2021-07-07,AY.9,4430,103
United Kingdom,2021-07-05,AY.98,5683,244
United Kingdom,2021-07-12,AY.98,3076,117
United Kingdom,2021-07-27,AY.45,4319,1
United Kingdom,2021-07-27,AY.4.2,4319,51
United Kingdom,2021-07-27,AY.7,4319,49
United Kingdom,2021-07-30,AY.46.5,4283,19
United Kingdom,2022-01-21,BA.1.20,10586,6
United Kingdom,2021-06-10,AY.6,1602,44
United Kingdom,2022-01-04,AY.120,13681,6
United Kingdom,2021-07-13,AY.9,2976,85
United Kingdom,2021-07-30,AY.111,4283,14
United Kingdom,2021-07-13,AY.120,2976,66
United Kingdom,2021-07-12,AY.6,3076,96
United Kingdom,2020-09-10,B.1.160,1145,35
United Kingdom,2022-01-06,AY.4.8,11390,5
United Kingdom,2021-07-07,AY.46,4430,6
United Kingdom,2021-07-30,AY.9,4283,63
United Kingdom,2021-07-30,AY.9.2,4283,11
United Kingdom,2021-07-30,AY.58,4283,2
United Kingdom,2021-07-16,AY.120,4505,121
United Kingdom,2021-07-17,AY.6,2499,107
United Kingdom,2021-11-03,AY.103,6735,6
United Kingdom,2021-12-24,AY.6,4579,2
United Kingdom,2021-11-03,AY.125,6735,6
United Kingdom,2021-10-31,AY.7.1,7348,2
United Kingdom,2021-11-04,AY.25,6136,4
United Kingdom,2021-10-10,AY.120,5514,109
United Kingdom,2021-11-03,AY.7.1,6735,1
United Kingdom,2021-10-09,AY.5,5152,164
United Kingdom,2021-12-27,AY.4.2.2,9076,99
United Kingdom,2022-01-03,AY.43.9,11683,1
United Kingdom,2022-01-12,AY.4.2,8857,13
United Kingdom,2021-12-28,AY.4.2.3,10611,4
United Kingdom,2022-01-11,AY.34,10187,1
United Kingdom,2021-07-19,B.1.617.2,4485,69
United Kingdom,2021-07-08,AY.87,3807,9
United Kingdom,2021-07-08,AY.9,3807,144
United Kingdom,2021-11-03,AY.4.1,6735,4
United Kingdom,2021-07-08,AY.120,3807,113
United Kingdom,2022-01-13,AY.4.2.1,7938,6
United Kingdom,2021-07-14,AY.8,4371,4
United Kingdom,2021-07-18,AY.5,2820,128
United Kingdom,2021-07-12,AY.5,3076,163
United Kingdom,2021-07-27,AY.4.5,4319,3
United Kingdom,2021-07-14,AY.120,4371,128
United Kingdom,2022-01-13,AY.4,7938,20
United Kingdom,2021-10-08,AY.46.5,5116,92
United Kingdom,2021-07-28,AY.4.7,4705,1
United Kingdom,2022-01-20,BA.1.10,9296,19
South Korea,2022-01-09,AY.122.5,165,30
South Korea,2022-01-08,AY.122.5,144,30
United Kingdom,2022-01-09,AY.4.2,6153,11
United Kingdom,2021-12-31,AY.98,7814,11
United Kingdom,2022-01-14,AY.4,9342,29
United Kingdom,2021-07-27,AY.46.5,4319,15
South Korea,2021-11-13,AY.120,166,1
South Korea,2021-11-17,AY.69,95,31
South Korea,2021-12-12,AY.69,92,50
South Korea,2021-07-29,B.1.617.2,128,36
South Korea,2021-11-15,AY.122.5,104,30
United Kingdom,2021-09-12,AY.98,4980,176
United Kingdom,2021-09-12,AY.46.5,4980,64
United Kingdom,2021-09-12,AY.4.2.2,4980,41
South Korea,2021-11-14,AY.122.5,154,33
United Kingdom,2022-01-03,AY.4.2.2,11683,26
United Kingdom,2021-08-08,AY.4.2,3977,66
United Kingdom,2021-07-28,AY.90,4705,11
United Kingdom,2021-05-18,B.1.1.7,1383,496
United Kingdom,2021-08-10,AY.120,4623,208
South Korea,2021-11-19,AY.69,245,111
South Korea,2021-08-16,B.1.617.2,71,19
United Kingdom,2021-08-09,AY.98,3577,68
United Kingdom,2021-07-29,AY.8,5547,7
United Kingdom,2021-07-28,AY.88,4705,2
South Korea,2021-11-14,AY.69,154,64
United Kingdom,2021-11-26,AY.43,9541,470
South Korea,2021-11-13,AY.122.5,166,43
United Kingdom,2021-11-01,AY.4.2.5,7466,1
United Kingdom,2022-01-25,BA.1.1,9492,2770
United Kingdom,2021-07-29,AY.9.2,5547,10
United Kingdom,2021-11-01,AY.7,7466,9
United Kingdom,2021-11-04,AY.98.1.1,6136,3
South Korea,2021-11-18,AY.122,73,1
South Korea,2021-11-15,AY.69,104,49
United Kingdom,2021-07-29,AY.87,5547,8
United Kingdom,2021-10-11,AY.98,5729,175
United Kingdom,2021-07-29,AY.108,5547,1
South Korea,2021-11-10,AY.122,151,2
South Korea,2021-11-13,AY.69,166,70
United Kingdom,2020-12-07,B.1.177.17,1142,10
United Kingdom,2021-11-20,AY.98,7972,304
United Kingdom,2020-11-23,AD.2,927,23
United Kingdom,2021-06-08,AY.58,3408,15
United Kingdom,2021-11-03,AY.4.2.5,6735,4
South Korea,2021-11-16,AY.69,65,31
United Kingdom,2021-06-12,AY.4,726,416
United Kingdom,2021-06-18,AY.7,3571,45
United Kingdom,2021-12-04,AY.90,6673,21
United Kingdom,2021-06-07,B.1.617.2,4297,156
United Kingdom,2022-01-21,BA.1.1.7,10586,9
United Kingdom,2021-06-14,AY.120,1747,58
United Kingdom,2021-06-08,AY.9,3408,193
South Korea,2021-11-16,AY.122.5,65,11
South Korea,2021-11-14,AY.57,154,1
South Korea,2021-11-13,AY.103,166,1
United Kingdom,2021-06-11,AY.9,1211,83
South Korea,2021-11-18,AY.122.5,73,19
United Kingdom,2021-06-12,AY.120,726,31
South Korea,2021-11-18,B.1.617.2,73,24
United Kingdom,2022-01-07,BA.1.1.18,7507,9
United Kingdom,2021-06-11,B.1.617.2,1211,53
United Kingdom,2022-01-20,BA.1.14,9296,12
United Kingdom,2021-06-12,AY.6,726,36
United Kingdom,2021-06-13,AY.9,887,69
South Korea,2021-11-18,AY.69,73,27
South Korea,2021-11-19,AY.43,245,1
United Kingdom,2022-01-21,BA.2.10,10586,68
United Kingdom,2021-08-15,AY.120,5308,171
United Kingdom,2022-01-20,BA.1.1.18,9296,6
United Kingdom,2021-06-07,AY.9,4297,266
United Kingdom,2021-06-08,AY.10,3408,14
United Kingdom,2021-07-28,AY.4.1,4705,10
United Kingdom,2021-06-08,AY.5,3408,175
South Korea,2021-11-14,AY.39,154,1
United Kingdom,2021-06-06,AY.98,3134,68
United Kingdom,2021-04-02,B.1.1.7,1517,1478
United Kingdom,2021-12-06,AY.4.8,11267,76
United Kingdom,2022-06-01,BA.2,633,181
United Kingdom,2021-03-03,B.1.1.7,2337,2268
United Kingdom,2021-06-02,AY.98,3222,97
South Korea,2021-11-11,AY.4,116,1
United Kingdom,2021-06-05,B.1.1.7,3196,357
South Korea,2021-11-19,AY.122.5,245,72
United Kingdom,2022-04-18,BA.2.37,2940,16
United Kingdom,2021-06-05,AY.5,3196,179
United Kingdom,2021-07-19,AY.5,4485,170
United Kingdom,2021-07-19,AY.116,4485,1
United Kingdom,2021-07-19,AY.4.2,4485,39
United Kingdom,2021-05-26,B.1.1.7,2099,528
United Kingdom,2021-12-13,AY.119,9810,4
United Kingdom,2021-07-30,AY.75.2,4283,1
United Kingdom,2021-11-30,AY.36,10770,48
United Kingdom,2022-01-20,BA.1.13,9296,3
United Kingdom,2022-01-12,AY.4,8857,26
United Kingdom,2021-12-02,AY.4.4,8093,2
United Kingdom,2021-07-30,AY.90,4283,12
United Kingdom,2021-07-18,AY.9,2820,67
South Korea,2021-11-26,AY.122.5,188,51
United Kingdom,2021-07-30,AY.33,4283,3
