country,date,lineage,n
United Kingdom,2022-10-19,BA.2,1
United Kingdom,2022-10-15,BQ.1.1.2,3
United Kingdom,2022-10-19,BA.5.2.58,1
United Kingdom,2022-10-19,BQ.1.11,2
United Kingdom,2022-10-19,ER.1,1
United Kingdom,2022-10-19,BQ.1.2,3
United Kingdom,2022-10-19,BE.1.1.2,1
United Kingdom,2022-10-18,BA.5.1.2,2
United Kingdom,2022-10-18,BA.5.2.23,4
United Kingdom,2022-10-18,BQ.1.1.56,1
United Kingdom,2022-10-17,BA.5.1.30,1
United Kingdom,2022-10-19,BF.7.6,2
United Kingdom,2022-09-30,BA.5.2.13,11
United Kingdom,2022-10-20,BA.5.1.21,1
United Kingdom,2022-10-21,BA.2.75.6,1
United Kingdom,2022-10-19,BA.5.2.6,6
United Kingdom,2022-10-18,CQ.1,1
United Kingdom,2021-12-04,AY.98,247
United Kingdom,2021-10-04,AY.34,25
United Kingdom,2022-10-03,BF.18,1
United Kingdom,2022-10-03,BA.5.2.1,95
United Kingdom,2022-10-06,BA.5.9,13
United Kingdom,2022-10-04,BA.4.6.5,3
United Kingdom,2022-10-11,BN.1.3.6,2
United Kingdom,2022-10-07,BF.5,24
United Kingdom,2022-10-07,BM.1.1.3,3
United Kingdom,2022-10-06,BA.5.1.3,4
United Kingdom,2022-10-07,BE.1.1.1,14
United Kingdom,2022-10-07,BA.5.2.7,15
United Kingdom,2022-10-11,BF.11.5,10
United Kingdom,2022-10-05,CG.1,1
United Kingdom,2022-10-06,BA.5.2.35,25
United Kingdom,2022-10-04,BA.5.2.26,7
United Kingdom,2022-10-10,BA.5.2.3,3
United Kingdom,2022-10-10,BQ.1.14,1
United Kingdom,2022-10-07,BA.5.1.35,1
United Kingdom,2022-10-11,BA.2.75.4,2
United Kingdom,2022-10-10,BQ.1,35
United Kingdom,2022-10-07,BF.7.22,1
United Kingdom,2022-10-10,BQ.1.8,13
United Kingdom,2022-10-10,BM.4.1.1,3
United Kingdom,2022-10-08,BF.14,4
United Kingdom,2022-10-10,BQ.1.1.6,10
United Kingdom,2022-10-13,BF.7.1,1
United Kingdom,2022-10-14,BA.5.2.57,2
United Kingdom,2022-10-14,BM.4.1.1,1
United Kingdom,2022-10-18,BQ.1.8.2,7
United Kingdom,2022-10-19,CG.1,1
United Kingdom,2022-10-19,CA.7,3
United Kingdom,2022-10-20,CB.1,1
United Kingdom,2022-10-21,XBB.3,1
United Kingdom,2022-10-21,BQ.1.15,2
United Kingdom,2022-10-20,EF.1,1
United Kingdom,2022-10-21,BQ.1.22,4
United Kingdom,2022-10-21,BA.5.1.19,1
United Kingdom,2021-10-03,AY.6,92
United Kingdom,2022-10-21,BF.7.26,2
United Kingdom,2022-10-18,CM.2,3
United Kingdom,2022-10-21,CP.1.2,1
United Kingdom,2022-10-20,BF.7.24,5
United Kingdom,2022-10-20,BQ.1.1.67,1
United Kingdom,2022-10-21,BN.1.3,1
United Kingdom,2022-10-20,CN.1,2
United Kingdom,2022-10-21,BA.5.1.27,1
United Kingdom,2022-10-21,BF.14,1
United Kingdom,2022-10-21,BA.5.2.26,1
United Kingdom,2021-12-16,AY.33,6
United Kingdom,2022-10-20,XBB.1,2
United Kingdom,2022-10-20,BA.5.2.7,2
United Kingdom,2022-10-20,BQ.1.23,1
United Kingdom,2022-10-21,BF.7.11,1
United Kingdom,2022-10-20,CK.3,1
United Kingdom,2022-10-19,BA.2.75.2,12
South Korea,2021-06-22,B.1.617.2,17
United Kingdom,2022-10-21,BN.1.7,1
United Kingdom,2022-10-21,BA.5.1.1,1
United Kingdom,2022-10-17,BF.7.23,2
United Kingdom,2022-10-04,BQ.1.1,41
United Kingdom,2022-10-15,BN.1.7,1
United Kingdom,2022-10-16,BA.5.3.5,1
United Kingdom,2022-10-19,BQ.1.1.7,1
United Kingdom,2022-10-19,CR.1,2
United Kingdom,2022-10-15,BF.7.24,1
United Kingdom,2022-10-16,BQ.1.1.3,6
United Kingdom,2022-10-16,BA.5.1.3,1
United Kingdom,2022-10-17,BA.5.1.7,1
United Kingdom,2022-10-19,BQ.1.1.4,2
United Kingdom,2022-10-18,BF.5.5,2
United Kingdom,2022-10-17,BF.30,2
United Kingdom,2022-10-16,BA.5.1.30,5
United Kingdom,2022-10-19,BQ.1.1.22,1
United Kingdom,2022-10-17,BA.4.6.3,2
United Kingdom,2022-10-20,BA.5.2.16,3
United Kingdom,2022-10-15,BQ.1.23,1
United Kingdom,2022-10-19,BA.5.2.56,1
United Kingdom,2022-10-15,BF.11.1,1
United Kingdom,2022-10-18,BY.1.2,2
United Kingdom,2022-10-18,BA.2.75.2,3
United Kingdom,2022-10-17,BA.5.2.36,1
United Kingdom,2022-10-17,DN.2,3
United Kingdom,2022-10-15,BF.7.5,6
United Kingdom,2022-10-18,BF.7.24,3
United Kingdom,2022-10-14,CV.1,1
United Kingdom,2022-10-18,BA.2.75.5,3
United Kingdom,2022-10-17,BA.5.10,1
United Kingdom,2021-12-04,AY.5,162
United Kingdom,2022-10-15,BA.5.2.34,3
United Kingdom,2022-10-15,BF.30,1
United Kingdom,2022-10-17,CQ.1,2
United Kingdom,2022-10-20,BA.4.6.5,1
United Kingdom,2022-10-19,BA.5.1.18,2
United Kingdom,2022-10-16,BA.5.1.33,3
United Kingdom,2022-10-16,BF.5.5,2
United Kingdom,2022-10-18,BA.4.6.5,1
United Kingdom,2022-10-19,CW.1,4
United Kingdom,2022-10-14,BF.7.21,12
United Kingdom,2022-10-19,BQ.1.20,1
United Kingdom,2022-10-19,BQ.1.10,1
United Kingdom,2022-10-15,BA.5.3.3,1
United Kingdom,2022-10-17,BE.4,3
United Kingdom,2022-10-18,CP.5,1
United Kingdom,2022-10-19,BA.5.2.62,1
United Kingdom,2022-10-17,XBB.3,1
United Kingdom,2022-10-15,BQ.1.1.1,1
United Kingdom,2022-10-19,BA.5.1.17,1
United Kingdom,2022-10-15,BN.1.3.1,8
United Kingdom,2022-10-17,BN.1.3.1,1
United Kingdom,2022-10-23,BV.2,1
United Kingdom,2022-10-23,BA.5.2.7,2
United Kingdom,2022-10-22,BA.5.1.10,1
United Kingdom,2022-10-27,BF.7.24,1
United Kingdom,2022-10-23,BA.5.2.59,2
United Kingdom,2022-10-24,BA.5.1.12,5
United Kingdom,2022-10-26,BA.5.1.17,1
United Kingdom,2022-10-23,BE.4.1,1
United Kingdom,2022-10-23,BA.5.2.20,4
United Kingdom,2022-10-24,BQ.1.3,1
United Kingdom,2022-10-21,BE.4,1
United Kingdom,2022-10-24,CH.1.1,2
United Kingdom,2022-10-26,BA.5.1.22,2
United Kingdom,2022-10-22,BS.1.1,1
United Kingdom,2022-10-24,BQ.1.1.22,2
United Kingdom,2022-10-22,BA.5.6.2,1
United Kingdom,2022-10-24,BA.5.2.3,1
United Kingdom,2022-10-22,BN.1,1
United Kingdom,2022-10-22,CV.1,1
United Kingdom,2022-10-22,EQ.1,1
United Kingdom,2022-10-22,BQ.1.12,2
United Kingdom,2022-10-24,BQ.1.1.18,3
United Kingdom,2021-07-27,AY.5,209
United Kingdom,2022-10-21,BA.2.75,1
United Kingdom,2022-10-26,BF.14,1
United Kingdom,2022-10-27,BN.1.7,1
United Kingdom,2022-10-26,CK.2.1.1,1
United Kingdom,2022-10-27,BE.1.2.1,1
United Kingdom,2022-10-27,CP.3,1
United Kingdom,2022-10-26,DE.2,1
United Kingdom,2022-10-27,BF.5,4
United Kingdom,2022-10-26,EF.2,1
United Kingdom,2022-10-27,BA.5.2.12,1
United Kingdom,2022-10-26,BA.5.2.28,1
United Kingdom,2022-10-28,BA.5.2.33,1
United Kingdom,2022-10-28,BA.5.11,1
United Kingdom,2022-10-26,BQ.1.1.5,3
United Kingdom,2022-10-26,BA.4.6.5,1
United Kingdom,2022-10-28,BE.4.1.1,1
United Kingdom,2022-10-28,BA.5.1.19,1
United Kingdom,2022-10-28,BF.7.8,1
United Kingdom,2021-07-25,AY.90,8
United Kingdom,2022-10-28,BA.5.2.57,1
South Korea,2021-07-21,AY.126,4
United Kingdom,2022-10-27,BQ.1.12,3
United Kingdom,2022-10-28,CN.1,1
United Kingdom,2022-10-28,BQ.1.1.67,1
United Kingdom,2022-10-28,BA.5.2.30,1
United Kingdom,2022-10-28,BA.5.2.26,1
South Korea,2021-07-23,B.1.617.2,32
United Kingdom,2022-10-27,CH.1.1,1
United Kingdom,2022-10-28,BQ.1.1.24,1
United Kingdom,2022-10-18,BQ.1.11,1
United Kingdom,2022-10-18,BN.1.2,2
United Kingdom,2022-10-17,CV.1,2
United Kingdom,2022-10-19,BA.5.2.20,3
United Kingdom,2022-10-18,CW.1,2
United Kingdom,2022-10-18,BF.7.10,1
United Kingdom,2021-10-03,AY.4.2.2,57
United Kingdom,2022-10-18,BQ.1.3.1,1
United Kingdom,2022-10-18,BA.5.10,1
United Kingdom,2021-10-04,AY.36,25
United Kingdom,2022-10-19,CQ.1,2
United Kingdom,2022-10-20,BL.2,3
United Kingdom,2022-10-19,BM.4.1.1,2
United Kingdom,2021-10-02,AY.9,19
United Kingdom,2021-10-04,AY.4.9,4
United Kingdom,2021-10-04,AY.7,20
United Kingdom,2021-11-29,AY.122,207
United Kingdom,2021-12-09,AY.4.2.1,260
United Kingdom,2021-01-02,B.1.1.7,1700
South Korea,2021-03-07,B.1.497,27
South Korea,2021-07-24,AY.69,50
South Korea,2021-07-29,AY.69,47
South Korea,2021-07-31,AY.69,71
United Kingdom,2021-10-03,AY.34.1,4
United Kingdom,2021-10-03,AY.42,3
South Korea,2021-08-30,AY.69,76
South Korea,2021-08-31,AY.29,1
South Korea,2021-08-12,AY.69,28
South Korea,2021-08-17,AY.69,74
South Korea,2021-08-22,AY.69,26
South Korea,2021-08-23,AY.69,81
South Korea,2021-06-12,AY.23,1
South Korea,2021-05-27,B.1.1.7,1
South Korea,2021-05-23,B.1.1.7,1
South Korea,2021-05-20,B.1.1.7,2
South Korea,2021-05-02,B.1.429,1
United Kingdom,2021-08-13,AY.43,59
United Kingdom,2021-10-05,AY.6,124
South Korea,2021-09-13,AY.69,138
South Korea,2021-08-01,AY.69,26
United Kingdom,2021-10-05,AY.43,182
United Kingdom,2021-10-05,AY.7,16
South Korea,2021-09-15,AY.69,73
South Korea,2021-09-20,B.1.617.2,24
South Korea,2021-09-27,AY.69,81
United Kingdom,2021-10-04,AY.4.8,25
South Korea,2021-09-04,AY.3,1
South Korea,2021-10-05,AY.69,80
South Korea,2022-04-04,BA.2.68,10
South Korea,2021-10-07,AY.69,98
United Kingdom,2021-10-04,AY.9,16
United Kingdom,2021-01-02,B.1.177.19,4
United Kingdom,2021-07-05,AY.5,231
South Korea,2021-12-09,AY.122.5,66
United Kingdom,2020-12-29,B.1.160,2
South Korea,2022-04-03,BA.2.68,12
South Korea,2021-09-13,AY.122.5,18
South Korea,2021-09-16,AY.69,52
South Korea,2021-09-28,AY.69,101
South Korea,2021-10-02,AY.69,44
United Kingdom,2022-10-21,BA.5.2.21,3
United Kingdom,2022-10-21,CQ.1,2
United Kingdom,2022-10-18,BA.4.6.3,1
United Kingdom,2022-10-21,BA.4.6.4,1
South Korea,2021-10-04,AY.69,46
United Kingdom,2022-10-22,BQ.1.1.19,1
United Kingdom,2022-10-18,BQ.1.10,4
United Kingdom,2022-10-19,BN.3,1
United Kingdom,2022-10-17,XBB.8,2
United Kingdom,2022-10-20,BY.1,1
United Kingdom,2022-10-19,BF.28,1
United Kingdom,2022-10-24,BA.5.6.3,1
United Kingdom,2022-10-19,CA.3,1
United Kingdom,2022-10-18,BA.5.1.3,2
United Kingdom,2022-10-18,BQ.1.1.19,7
United Kingdom,2022-10-23,BF.11.4,1
United Kingdom,2022-10-21,BF.15,1
United Kingdom,2022-10-19,XBB,4
United Kingdom,2022-10-20,BQ.1.11,2
United Kingdom,2022-10-19,BQ.1.18,1
United Kingdom,2022-10-17,BN.1.3,1
United Kingdom,2022-10-19,BA.5.3.1,2
United Kingdom,2022-10-18,BQ.1.23,2
United Kingdom,2022-10-18,BA.5.2.52,2
South Korea,2021-10-12,AY.122.5,26
United Kingdom,2022-10-19,BQ.1.5,4
United Kingdom,2022-10-18,BF.5,7
United Kingdom,2022-10-18,BQ.1.14,2
United Kingdom,2022-10-18,BA.5.2.21,1
United Kingdom,2022-10-18,BQ.1.1.14,1
United Kingdom,2022-10-18,XBG,2
United Kingdom,2022-10-19,BA.4.1.8,2
United Kingdom,2022-10-19,BA.5.5.1,1
United Kingdom,2022-10-21,BQ.1.1.14,1
United Kingdom,2022-10-18,BF.7.22,3
United Kingdom,2022-10-18,CA.3,1
United Kingdom,2022-10-18,BE.4.1.1,1
United Kingdom,2022-10-18,BA.5.1.20,1
United Kingdom,2022-10-19,BA.5.2.3,4
United Kingdom,2022-10-17,BQ.1.1.2,1
United Kingdom,2022-10-18,BA.5.2.33,2
United Kingdom,2022-10-18,BA.5.2.36,1
United Kingdom,2022-10-17,CP.1.2,2
United Kingdom,2022-10-15,BA.5.2.3,1
United Kingdom,2022-10-20,BR.1,2
South Korea,2020-09-08,B.1.497,6
United Kingdom,2022-10-21,BA.5.2.33,1
United Kingdom,2022-10-26,BR.3,1
United Kingdom,2022-10-26,BA.5.2.34,1
United Kingdom,2022-10-23,BF.7.6,2
United Kingdom,2022-10-25,BQ.1.2,4
United Kingdom,2022-10-27,BF.7.12,2
United Kingdom,2022-10-27,CR.1.1,1
United Kingdom,2022-10-26,CM.2,1
United Kingdom,2022-10-26,BF.7.10,1
United Kingdom,2022-10-25,BQ.1.1.24,1
United Kingdom,2022-10-25,BA.5.2.18,1
United Kingdom,2022-10-26,BQ.1.4,3
United Kingdom,2022-10-27,BQ.1.1.23,2
United Kingdom,2022-10-25,BE.1.1.1,1
United Kingdom,2022-10-26,BA.5.1.33,4
United Kingdom,2022-10-27,BF.7.22,1
United Kingdom,2022-10-16,BA.2.75.2,3
United Kingdom,2022-10-26,BQ.1.2.3,1
United Kingdom,2022-10-26,BQ.1.22,1
United Kingdom,2022-10-25,BQ.1.1.56,1
United Kingdom,2022-10-27,BQ.1.1.15,1
United Kingdom,2022-10-25,BE.2,1
United Kingdom,2022-10-25,BF.7.8,1
United Kingdom,2022-10-27,BF.7.7,1
United Kingdom,2022-10-26,BL.1,1
United Kingdom,2022-10-22,BA.5.1.26,1
United Kingdom,2022-10-06,BA.2.75.5,4
United Kingdom,2022-10-25,CK.2.1,1
United Kingdom,2022-10-26,CB.1,1
United Kingdom,2022-10-27,BQ.1.1.5,1
United Kingdom,2022-10-09,BA.5.1.35,2
United Kingdom,2022-10-09,BA.5.2.22,2
United Kingdom,2022-10-09,BA.5,3
United Kingdom,2022-10-11,BF.11.2,3
United Kingdom,2022-10-10,BA.5.2.44,1
United Kingdom,2022-10-10,BF.15,2
United Kingdom,2022-10-12,BA.5.1.5,4
United Kingdom,2022-10-11,BN.1.2.1,1
United Kingdom,2022-10-04,BA.5.2.1,94
United Kingdom,2022-10-11,BN.1,3
United Kingdom,2022-10-11,BA.2.75.2,22
United Kingdom,2022-10-11,BA.5.2.3,9
United Kingdom,2022-10-12,BQ.1.1.67,2
United Kingdom,2022-10-10,BN.1,7
United Kingdom,2022-10-11,BA.4.1.8,1
United Kingdom,2022-10-11,BQ.1.11,2
United Kingdom,2022-10-09,BF.36,1
United Kingdom,2022-10-07,BA.4.1.8,3
United Kingdom,2022-10-08,BF.10,5
United Kingdom,2022-10-09,BF.11,8
United Kingdom,2022-10-07,BF.11.5,5
United Kingdom,2022-10-09,BA.2.75.5,1
United Kingdom,2022-10-03,BA.5.2.7,18
United Kingdom,2022-10-07,BA.5.1.22,8
United Kingdom,2022-10-11,CA.5,1
United Kingdom,2022-10-10,BA.5.3.3,4
United Kingdom,2022-10-12,BF.6,4
United Kingdom,2022-10-10,BA.4,1
United Kingdom,2022-09-30,BA.5.1.22,6
United Kingdom,2022-10-17,BE.1,4
United Kingdom,2022-10-13,BF.34,11
United Kingdom,2022-10-16,DA.1,1
United Kingdom,2022-10-16,BA.5.1.22,2
United Kingdom,2022-10-18,BE.1.2,1
United Kingdom,2022-10-19,BF.26,1
United Kingdom,2022-10-16,BQ.1.1.6,4
United Kingdom,2022-10-16,BQ.1.13,2
United Kingdom,2022-10-17,BA.5.1.25,1
South Korea,2021-11-07,AY.69,97
United Kingdom,2022-10-16,BN.1.2.1,6
United Kingdom,2022-10-16,BF.7.21,2
United Kingdom,2022-10-16,BF.34,1
United Kingdom,2022-10-15,CR.2,2
United Kingdom,2022-10-16,BL.1,2
United Kingdom,2022-10-16,BF.7.4,2
United Kingdom,2022-10-04,BA.5.2.18,5
United Kingdom,2022-10-07,BA.5.2,123
United Kingdom,2022-10-06,BF.39,1
United Kingdom,2022-10-10,BR.3,1
United Kingdom,2022-10-04,BQ.1.13,2
United Kingdom,2022-10-07,BA.5.2.13,26
South Korea,2022-04-03,BA.2.3,55
United Kingdom,2022-10-13,BE.4,5
United Kingdom,2022-10-10,BA.5.2.62,2
United Kingdom,2022-10-12,XBB.1.13,1
United Kingdom,2022-10-14,XBD,1
United Kingdom,2022-10-14,BA.5.2.34,2
South Korea,2021-11-17,AY.122.5,19
United Kingdom,2022-10-15,BA.2.75.6,1
United Kingdom,2022-10-15,BF.28,2
United Kingdom,2022-10-16,BE.1.1.2,1
United Kingdom,2022-10-16,BE.2,1
United Kingdom,2022-10-17,BQ.1.13,1
United Kingdom,2022-10-11,BA.5.3.3,2
United Kingdom,2022-10-11,BA.2.75,2
United Kingdom,2022-10-11,BA.5.6,4
United Kingdom,2022-10-11,BF.14,8
United Kingdom,2022-10-16,BA.5.1.2,1
United Kingdom,2022-10-12,BF.7.13.2,2
United Kingdom,2022-10-07,BF.7,46
United Kingdom,2022-10-12,XBB.3,3
United Kingdom,2022-10-11,BA.5.1.23,8
United Kingdom,2022-10-16,BF.7.1,1
United Kingdom,2022-10-15,BA.5.2.24,1
United Kingdom,2022-10-15,BF.7.4,2
United Kingdom,2022-10-15,BQ.1.1.5,1
United Kingdom,2022-10-13,BA.5.2.9,6
United Kingdom,2022-10-11,BA.5.2.21,5
United Kingdom,2022-10-09,BA.5.6,7
United Kingdom,2022-10-08,BQ.1.2,18
United Kingdom,2022-10-07,BQ.1.2,3
South Korea,2021-11-05,AY.122.5,62
United Kingdom,2021-12-16,B.1.1.529,2
South Korea,2021-07-06,B.1.617.2,29
South Korea,2021-11-13,AY.69,70
South Korea,2021-11-29,AY.122.5,65
South Korea,2021-10-22,AY.69,108
United Kingdom,2020-12-01,B.1.177.6,9
United Kingdom,2020-12-24,B.1.177.7,25
United Kingdom,2020-12-01,B.1.177.54,6
United Kingdom,2020-12-08,B.1.177.7,74
South Korea,2021-08-27,B.1.617.2,45
United Kingdom,2020-12-01,B.1.177.7,48
United Kingdom,2021-12-09,AY.125,9
South Korea,2021-10-29,AY.69,116
South Korea,2021-10-30,AY.69,58
South Korea,2021-10-31,AY.69,58
South Korea,2021-11-04,AY.69,61
South Korea,2021-10-28,AY.69,61
South Korea,2021-11-06,AY.69,83
United Kingdom,2020-12-29,B.1.1.33,1
South Korea,2021-11-16,AY.69,31
South Korea,2021-11-14,AY.69,64
United Kingdom,2020-12-15,B.1.177.7,83
United Kingdom,2020-12-15,B.1.177.17,11
United Kingdom,2020-12-14,Z.1,3
South Korea,2021-08-31,AY.69,111
South Korea,2021-11-01,AY.69,103
United Kingdom,2020-12-22,AA.8,1
South Korea,2021-11-15,AY.69,49
South Korea,2021-11-16,AY.122.5,11
South Korea,2021-11-19,AY.69,111
South Korea,2021-11-09,AY.69,34
United Kingdom,2020-12-20,B.1.177.54,11
South Korea,2021-11-15,AY.122.5,30
South Korea,2022-10-19,BF.7.18,1
South Korea,2022-10-19,BA.5.2.7,1
South Korea,2022-10-15,BQ.1,1
South Korea,2022-10-14,EJ.3,1
South Korea,2022-10-14,BA.5.1.12,1
South Korea,2022-10-14,XBB.3,1
South Korea,2022-10-14,BA.5.1.35,1
South Korea,2022-10-12,BF.28,1
South Korea,2022-10-12,BF.5,1
South Korea,2022-10-11,BA.5.2.1,31
South Korea,2022-10-11,BA.5.2.19,2
South Korea,2022-10-10,BF.21,1
South Korea,2022-10-21,BA.5.2.13,1
South Korea,2022-10-19,CK.1.2,1
South Korea,2022-10-25,BF.7.22,1
South Korea,2022-10-20,BF.7.23,1
South Korea,2022-10-23,BQ.1.8,1
South Korea,2022-10-17,BF.7,1
South Korea,2022-10-12,BA.5.2.21,2
South Korea,2022-10-17,BA.5.1,2
South Korea,2022-10-13,BA.5.2.21,3
South Korea,2022-10-12,BA.5.2.20,1
South Korea,2022-10-13,CH.1.1.11,1
South Korea,2022-10-18,BA.5.7,1
South Korea,2022-10-18,XBB.8,1
South Korea,2022-10-18,BA.5.1.31,1
South Korea,2022-10-18,CB.1,2
South Korea,2022-10-18,BN.1.3.7,1
South Korea,2022-10-18,BF.5,2
South Korea,2022-10-17,BA.5.2.36,1
South Korea,2022-10-17,BN.1.3.8,1
South Korea,2022-10-17,BE.6,1
South Korea,2022-10-17,BA.5.2.20,1
South Korea,2022-10-17,BA.5,2
South Korea,2022-10-17,BE.1.1,1
South Korea,2022-10-17,BE.1,1
South Korea,2022-10-17,XBB.1,1
South Korea,2022-10-15,BA.5,1
South Korea,2022-10-15,BN.1.3,1
South Korea,2022-10-15,XBB,1
South Korea,2022-10-14,BF.7.21,1
South Korea,2022-10-14,BA.5.2.21,1
South Korea,2022-10-14,BA.5.2.14,1
South Korea,2022-10-13,BQ.1.1,1
South Korea,2022-10-13,BA.5.2.18,1
South Korea,2022-10-13,BQ.1.1.18,1
South Korea,2022-10-12,BA.5.9,1
South Korea,2022-10-09,BA.2.3.20,5
South Korea,2022-10-17,XBB.2,1
South Korea,2022-10-17,BN.1.2,1
South Korea,2022-10-16,BN.1.4,1
South Korea,2022-10-16,CB.1,1
South Korea,2022-10-16,BA.5.2.26,1
South Korea,2022-10-16,CM.4,1
South Korea,2022-10-16,BA.5.2.60,1
South Korea,2022-10-15,BQ.1.2,1
South Korea,2022-10-19,BQ.1.11,1
South Korea,2022-10-18,BN.1.4,1
South Korea,2022-10-18,BL.6,1
South Korea,2022-10-18,BA.5.1,1
South Korea,2022-10-17,BA.5.2.27,1
South Korea,2022-10-21,BR.5,1
South Korea,2022-10-19,BA.2.75,1
South Korea,2022-10-26,BN.1.3.1,1
South Korea,2022-10-20,CM.3,1
South Korea,2022-10-19,XBB.1,1
South Korea,2022-10-19,CM.1,1
South Korea,2022-10-20,BA.5.2.6,1
South Korea,2022-10-19,BA.5.2.34,1
South Korea,2022-10-19,BA.5.5,1
South Korea,2022-10-18,BL.1,1
South Korea,2022-10-18,BN.1.3.5,1
South Korea,2022-10-18,BF.7.6,1
South Korea,2022-10-16,BA.5.1.30,1
South Korea,2022-10-16,BF.11.5,1
South Korea,2022-10-17,BA.2.75.2,1
South Korea,2022-10-15,BM.1.1,1
South Korea,2022-10-13,BA.5.2.27,1
South Korea,2022-10-13,BF.7.4.1,1
South Korea,2022-10-11,BA.5.2.44,2
South Korea,2022-10-11,BF.5,3
South Korea,2022-10-10,BA.5.2,90
South Korea,2022-10-10,BF.5,8
South Korea,2022-10-07,BA.5.5,5
South Korea,2022-10-15,BA.2.75.5,1
South Korea,2022-10-12,BN.1.2.3,1
South Korea,2022-10-11,BA.5.2.58,1
South Korea,2022-10-11,BA.5.5,2
South Korea,2022-10-11,BA.5,2
South Korea,2022-10-12,BA.5.2.13,2
South Korea,2022-10-11,XAZ,1
South Korea,2022-10-08,XAZ,1
South Korea,2022-10-08,BE.7,1
South Korea,2022-09-07,BA.5.2,152
South Korea,2022-09-06,BA.5.2,24
South Korea,2022-10-03,BA.5.2,148
South Korea,2022-10-03,BF.7.4.2,1
South Korea,2022-10-01,BA.5.2.27,2
South Korea,2022-10-02,BF.5,8
South Korea,2022-10-06,BA.5.2,110
South Korea,2022-10-07,BA.5.2.1,107
South Korea,2022-10-07,BF.5,24
South Korea,2022-10-07,BA.5.2,156
South Korea,2022-10-07,BA.5.2.44,6
South Korea,2022-10-07,BF.21,11
South Korea,2022-10-06,BF.5,11
South Korea,2022-10-07,BA.4.6,2
South Korea,2022-09-29,BA.5.2.27,1
South Korea,2022-09-29,BA.5.2,102
South Korea,2022-09-29,BQ.1,2
South Korea,2022-09-29,BA.5.2.1,77
South Korea,2022-09-07,BA.5.2.1,99
South Korea,2022-09-04,BA.5.2,185
South Korea,2022-09-04,BA.5.5,8
South Korea,2022-09-04,BE.1,2
South Korea,2022-09-04,BE.1.1,5
South Korea,2022-09-04,BA.5.2.56,1
South Korea,2022-09-03,BE.1.1,5
South Korea,2022-10-13,BA.5.2.47,1
South Korea,2022-10-12,BA.4.6,1
South Korea,2022-10-12,BF.7.22,1
South Korea,2022-10-12,BA.5.1.12,1
South Korea,2022-10-12,BQ.1.1.41,1
South Korea,2022-10-12,BA.5,1
South Korea,2022-10-12,BA.5.1.9,1
South Korea,2022-10-12,BF.7.5,1
South Korea,2022-10-12,BA.5.1,3
South Korea,2022-10-12,BN.1.3.9,1
South Korea,2022-10-12,BQ.1.1.18,1
South Korea,2022-10-12,BA.2.75.5,1
South Korea,2022-10-12,BA.5.2.57,1
South Korea,2022-10-11,BA.5.1,6
South Korea,2022-10-11,BA.5.2.62,2
South Korea,2022-10-11,BA.5.1.5,2
South Korea,2022-10-11,BN.1,1
South Korea,2022-10-11,BQ.1.1.23,1
South Korea,2022-10-11,BF.7.4.1,1
South Korea,2022-10-11,BF.7,2
South Korea,2022-10-10,BQ.1.1,2
South Korea,2022-10-10,BQ.1.25,1
South Korea,2022-10-09,BQ.1.5,1
South Korea,2022-10-09,BA.5.1,7
South Korea,2021-09-17,AY.69,88
South Korea,2022-10-09,BA.5.2,110
South Korea,2022-10-09,DA.1,1
South Korea,2022-10-09,BA.2.75.5,2
South Korea,2022-10-09,CM.3,1
South Korea,2022-10-09,BE.1.1,1
South Korea,2022-10-08,BQ.1.1.17,4
South Korea,2022-10-08,BF.7,1
South Korea,2022-10-08,BQ.1.1.18,1
South Korea,2022-10-08,BA.5.2.19,2
South Korea,2022-10-08,BA.5.2.60,1
South Korea,2022-10-08,BA.5.5,2
South Korea,2022-10-07,BA.5.1,4
South Korea,2022-10-07,CM.2,1
South Korea,2022-10-07,BQ.1.16,1
South Korea,2022-10-07,BM.1.1,1
South Korea,2022-10-07,BQ.1.1,2
South Korea,2022-10-07,BA.5.2.26,2
South Korea,2022-10-07,BN.1.3,2
South Korea,2022-10-07,CZ.1,1
South Korea,2022-10-07,BE.1.1,3
South Korea,2021-11-21,AY.69,65
South Korea,2022-10-06,BA.2.75,1
South Korea,2022-10-06,BQ.1.1,6
South Korea,2022-10-06,BN.1.3,2
South Korea,2022-10-06,BA.5.2.6,3
South Korea,2022-10-06,BS.1.1,1
South Korea,2022-10-06,BA.5.1.10,1
South Korea,2022-10-06,DG.1,1
South Korea,2022-10-05,BA.2.75.2,1
South Korea,2022-10-03,BN.1.3,2
South Korea,2022-10-02,BN.1.3,5
South Korea,2022-10-02,BN.1.3.7,1
South Korea,2022-10-02,BM.2,1
South Korea,2022-10-01,BN.1,1
South Korea,2022-10-13,BS.1.1,1
South Korea,2022-10-10,BA.5.1.28,3
South Korea,2022-10-10,BF.28,2
South Korea,2022-10-08,BA.5.2,10
South Korea,2022-10-05,BA.5.2.19,3
South Korea,2022-10-05,BA.5.2.9,1
South Korea,2022-09-29,BM.4.1.1,1
South Korea,2022-10-03,BA.2.3.20,2
South Korea,2022-09-26,BM.4.1.1,1
South Korea,2022-09-25,BM.1.1.3,2
South Korea,2022-10-11,BA.5.1.28,1
South Korea,2022-10-12,BE.1.4,1
South Korea,2022-10-11,BA.5.2.18,1
South Korea,2022-10-11,BF.7.18,1
South Korea,2022-10-11,BS.1.1,1
