country,date,lineage,n
United Kingdom,2021-07-29,AY.6,261
United Kingdom,2022-02-12,BA.1.17,46
United Kingdom,2021-11-12,AY.34,26
United Kingdom,2021-06-18,AY.9,146
United Kingdom,2021-11-09,AY.4.2.2,355
United Kingdom,2021-12-27,BA.1.14,15
United Kingdom,2021-11-10,AY.98,292
United Kingdom,2020-09-16,B.1.177,287
United Kingdom,2020-12-09,B.1.177,291
United Kingdom,2021-11-10,AY.4,4359
United Kingdom,2020-09-16,B.1.1.37,76
United Kingdom,2021-07-28,AY.4,3399
United Kingdom,2021-07-28,AY.46.5,18
United Kingdom,2021-07-26,AY.4,3337
United Kingdom,2022-01-19,BA.1.15.1,551
United Kingdom,2021-12-17,BA.1,1748
United Kingdom,2021-07-27,AY.98,132
United Kingdom,2021-07-28,AY.5,269
United Kingdom,2022-02-11,BA.1.1.12,66
United Kingdom,2021-07-27,AY.111,11
United Kingdom,2021-07-27,AY.120,118
United Kingdom,2021-07-28,AY.120,136
United Kingdom,2021-07-28,AY.6,236
United Kingdom,2020-11-17,B.1.177,325
United Kingdom,2021-11-11,AY.5,208
United Kingdom,2021-07-28,AY.4.8,1
United Kingdom,2021-11-11,AY.120,167
United Kingdom,2021-02-03,B.1.177.7,21
United Kingdom,2021-02-05,B.1.1.7,1463
United Kingdom,2020-10-06,B.1.1.130,2
United Kingdom,2021-11-11,AY.9.2,33
United Kingdom,2020-09-03,B.1.1.115,2
United Kingdom,2021-11-22,AY.4.2.1,346
United Kingdom,2021-02-08,B.1.1.7,2265
South Korea,2021-08-24,Unassigned,7
South Korea,2021-08-28,Unassigned,13
United Kingdom,2021-02-01,B.1.1.7,1809
United Kingdom,2021-01-04,B.1.177,307
United Kingdom,2022-08-01,BA.5.2,152
United Kingdom,2021-11-24,AY.4,4200
United Kingdom,2021-04-30,B.1.1.7,861
United Kingdom,2021-11-11,B.1.617.2,62
United Kingdom,2021-11-10,AY.34.2,8
United Kingdom,2021-12-08,AY.4.2.2,753
United Kingdom,2021-02-10,B.1.1.7,2195
United Kingdom,2021-07-27,AY.8,9
South Korea,2021-06-08,Unassigned,8
United Kingdom,2021-07-28,AY.4.2,49
United Kingdom,2021-11-09,AY.4,4099
United Kingdom,2020-06-24,B.1.173,2
United Kingdom,2021-04-20,B.1.351.3,6
United Kingdom,2021-06-17,AY.4,1878
United Kingdom,2021-04-17,B.1.617.2,38
United Kingdom,2021-11-10,AY.43,367
United Kingdom,2022-01-18,BA.1.16,259
United Kingdom,2020-08-19,B.1.221,5
United Kingdom,2022-01-15,BA.1.1.14,81
United Kingdom,2021-11-10,AY.4.2,876
United Kingdom,2022-02-09,BA.2.1,72
United Kingdom,2021-04-28,B.1.1.7,964
United Kingdom,2021-04-27,B.1.1.7,1040
United Kingdom,2021-03-11,B.1.1.294,1
United Kingdom,2021-04-18,B.1.351,7
United Kingdom,2022-07-08,BA.5.1.24,23
United Kingdom,2020-09-10,B.1.177.87,9
United Kingdom,2022-02-10,BA.2.37,40
United Kingdom,2021-09-29,AY.46.5,107
United Kingdom,2022-01-02,BA.1.16,201
United Kingdom,2021-11-11,AY.36,30
United Kingdom,2021-11-09,AY.34,13
United Kingdom,2020-05-08,B.1.1.14,5
United Kingdom,2022-02-14,BA.2.9,191
United Kingdom,2020-12-23,B.1.177.58,1
United Kingdom,2020-12-10,B.1.1.301,3
United Kingdom,2021-04-19,B.1.617.2,42
United Kingdom,2021-01-25,W.3,1
United Kingdom,2021-02-04,B.1.1.7,1711
United Kingdom,2021-06-16,AY.4,2441
United Kingdom,2021-02-06,B.1.1.7,1415
United Kingdom,2020-09-02,B.1.177,59
United Kingdom,2020-09-21,B.1.1.1,11
United Kingdom,2020-09-19,B.1.177,98
United Kingdom,2021-04-30,B.1.617.2,40
United Kingdom,2021-04-28,B.1.617.2,52
United Kingdom,2022-07-08,BA.5.2,222
United Kingdom,2021-04-29,B.1.1.7,970
United Kingdom,2020-11-14,B.1.1,17
United Kingdom,2021-01-19,AA.7,4
United Kingdom,2021-04-15,B.1.617.1,10
South Korea,2021-11-12,B.1.617.2,35
United Kingdom,2021-01-13,B.1.1.7,1427
United Kingdom,2020-10-20,B.1.258,29
United Kingdom,2020-09-18,B.1.177,165
United Kingdom,2020-10-20,B.1.177,573
United Kingdom,2020-10-12,B.1.1.286,11
United Kingdom,2020-04-04,B.1.1,217
United Kingdom,2020-09-18,B.1,6
United Kingdom,2020-12-20,B.1.177,393
United Kingdom,2020-11-04,B.1.177,617
United Kingdom,2020-04-15,B.1.1,208
United Kingdom,2022-10-09,BA.5.1,30
United Kingdom,2020-03-13,B.39,5
United Kingdom,2021-01-13,U.1,3
United Kingdom,2020-09-18,B.1.1.303,13
United Kingdom,2020-04-28,B.1,56
United Kingdom,2021-09-29,AY.6,160
United Kingdom,2021-02-15,B.1.1.7,3170
United Kingdom,2020-11-01,B.1.177,723
United Kingdom,2021-02-11,B.1.1.7,2042
United Kingdom,2021-11-11,AY.34.1,24
United Kingdom,2020-08-02,B.1.1.279,8
United Kingdom,2020-09-03,B.1.177,65
United Kingdom,2020-06-19,B.1.1.171,8
United Kingdom,2020-11-15,B.1.177.16,28
United Kingdom,2020-11-05,B.1.177.56,31
United Kingdom,2021-01-27,B.1.160,1
United Kingdom,2021-01-28,B.1.1.7,2470
United Kingdom,2021-01-27,B.1.1.7,2795
United Kingdom,2020-10-08,B.1.177.7,29
United Kingdom,2021-04-10,B.1.1.7,738
United Kingdom,2021-02-13,B.1.1.7,1704
United Kingdom,2020-10-26,B.1.177.69,6
United Kingdom,2021-02-04,B.1.177.7,10
United Kingdom,2021-02-14,B.1.1.7,2201
United Kingdom,2021-09-26,AY.6,105
United Kingdom,2022-07-07,BF.10,3
United Kingdom,2021-11-11,AY.4.2.2,295
United Kingdom,2020-09-16,B.1.389,29
United Kingdom,2021-11-11,AY.4.2.1,216
United Kingdom,2020-04-12,B.1.91,3
United Kingdom,2020-10-20,B.1.362.2,8
United Kingdom,2020-08-31,B.1.258,21
United Kingdom,2021-11-09,AY.4.2,792
United Kingdom,2020-08-17,B.1.1.37,3
United Kingdom,2021-11-09,AY.6,95
United Kingdom,2020-04-09,B.35,1
United Kingdom,2020-04-04,B.61,2
United Kingdom,2022-02-03,BA.2.9,68
United Kingdom,2020-06-04,B.1.1,33
United Kingdom,2020-10-06,B.1.177,384
United Kingdom,2022-02-05,BA.2.1,72
United Kingdom,2021-12-08,AY.4,3934
United Kingdom,2020-04-23,B.1.1,184
United Kingdom,2020-03-28,B.1,97
United Kingdom,2021-11-08,AY.43,478
United Kingdom,2021-01-09,B.1.177,244
United Kingdom,2021-11-08,AY.4,5685
United Kingdom,2020-04-05,B.1.1.1,6
United Kingdom,2021-10-16,AY.4,2876
United Kingdom,2021-07-26,AY.120,157
United Kingdom,2021-07-28,AY.43,40
United Kingdom,2021-07-25,AY.4,4243
United Kingdom,2020-04-17,B.1.1,211
United Kingdom,2022-02-09,BA.1.17.2,836
United Kingdom,2020-05-04,B.1.439,3
United Kingdom,2021-05-11,B.1.1.7,766
United Kingdom,2021-11-09,AY.43,356
United Kingdom,2020-10-10,B.1.177.16,4
United Kingdom,2021-06-13,AY.4,615
United Kingdom,2020-10-07,B.1.177.4,83
United Kingdom,2021-09-11,AY.4,2983
United Kingdom,2021-11-04,AY.4,3618
United Kingdom,2021-09-09,AY.4,4180
United Kingdom,2021-11-10,AY.4.2.2,343
United Kingdom,2021-09-07,AY.4.2,201
United Kingdom,2020-10-07,B.1.1.303,7
United Kingdom,2020-10-07,B.1.177.56,22
United Kingdom,2020-07-14,B.1.1.255,5
United Kingdom,2020-10-21,B.1.177.4,83
United Kingdom,2021-11-10,AY.4.2.1,237
United Kingdom,2021-11-10,AY.6,79
United Kingdom,2020-10-14,B.1.177,325
South Korea,2021-04-17,B.1.497,7
United Kingdom,2020-09-16,B.1.177.57,24
South Korea,2021-04-20,B.1.497,9
South Korea,2021-04-19,B.1.497,12
South Korea,2021-04-19,B.1.429,3
South Korea,2021-04-11,B.1.1.7,13
South Korea,2021-04-03,B.1.429,2
United Kingdom,2020-11-22,B.1.177,471
South Korea,2021-04-11,B.1.2,2
United Kingdom,2020-10-24,B.1.177,273
South Korea,2021-04-09,B.1.466,1
South Korea,2020-10-28,B.1.497,3
South Korea,2021-04-09,B.1.2,2
South Korea,2021-04-10,B.1.1.7,6
South Korea,2021-04-03,B.1.1.7,7
South Korea,2021-04-10,B.1.497,13
South Korea,2021-03-29,B.1.429,1
South Korea,2021-04-08,B.1.497,14
South Korea,2021-04-06,B.1.497,19
South Korea,2021-04-01,B.1.1.7,5
South Korea,2021-04-08,B.1.429,5
South Korea,2021-04-09,B.1.1.7,7
United Kingdom,2022-02-15,BA.1,1332
South Korea,2020-08-11,B.1.497,11
United Kingdom,2021-11-09,AY.3,18
United Kingdom,2021-11-09,AY.9.2,35
United Kingdom,2021-11-26,AY.4.2.2,567
United Kingdom,2021-04-30,B.1.637,2
United Kingdom,2021-01-15,B.1.177.16,13
United Kingdom,2021-11-09,AY.4.2.1,227
United Kingdom,2022-02-16,BA.1,1037
United Kingdom,2020-08-26,B.1.36.16,2
South Korea,2021-04-04,B.1.497,19
South Korea,2021-04-21,B.1.497,24
South Korea,2021-04-22,B.1.1.7,23
South Korea,2021-04-21,B.1.1.7,16
United Kingdom,2021-02-02,B.1.177.57,1
South Korea,2021-04-07,B.1.429,1
United Kingdom,2021-01-26,B.1.177.4,13
United Kingdom,2021-11-03,AY.4.2.1,178
South Korea,2021-04-23,B.1.497,21
United Kingdom,2021-11-08,AY.4.2.2,403
United Kingdom,2021-10-31,AY.4,4431
United Kingdom,2020-06-27,B.1.1.237,1
South Korea,2021-04-22,B.1.497,21
United Kingdom,2021-11-08,AY.120,197
United Kingdom,2021-11-08,AY.4.2.1,257
South Korea,2021-01-08,B.1.2,2
United Kingdom,2021-11-08,AY.98,354
United Kingdom,2021-11-08,B.1.617.2,75
United Kingdom,2021-11-08,AY.46.5,151
United Kingdom,2021-11-03,AY.4,3941
United Kingdom,2021-11-08,AY.122,105
United Kingdom,2021-11-08,AY.3,24
South Korea,2021-04-05,B.1.497,22
United Kingdom,2021-10-26,AY.4,3746
United Kingdom,2021-11-08,AY.4.2,1022
South Korea,2021-04-21,B.1.429,3
United Kingdom,2021-09-08,AY.4.2,234
United Kingdom,2021-11-08,AY.5,291
United Kingdom,2020-04-21,B.1,80
United Kingdom,2021-11-08,AY.36,27
United Kingdom,2021-11-07,AY.4,3664
United Kingdom,2020-09-22,B.1.177,188
South Korea,2021-04-07,B.1.497,27
United Kingdom,2021-11-08,AY.4.1,9
United Kingdom,2020-09-24,B.1.1.1,5
United Kingdom,2021-11-07,AY.120,113
United Kingdom,2021-09-09,B.1.617.2,51
South Korea,2021-04-18,B.1.497,12
United Kingdom,2021-11-08,AY.6,92
United Kingdom,2021-09-08,AY.4,4158
United Kingdom,2020-09-24,AD.2,88
South Korea,2021-04-24,B.1.497,15
United Kingdom,2021-09-08,AY.4.2.2,50
South Korea,2021-04-23,B.1.429,4
United Kingdom,2021-11-06,AY.4,3040
United Kingdom,2021-11-06,AY.4.2,473
United Kingdom,2021-11-06,AY.4.3,3
United Kingdom,2020-04-07,B.1,132
United Kingdom,2020-04-01,B.1.1,222
United Kingdom,2020-09-27,B.1.1.37,134
United Kingdom,2021-11-09,AY.98,249
United Kingdom,2020-09-24,B.1.1.189,10
United Kingdom,2021-11-03,AY.43,330
South Korea,2021-04-09,B.1.497,19
United Kingdom,2020-09-23,B.1.1.303,3
United Kingdom,2021-11-09,B.1.617.2,67
United Kingdom,2020-12-17,B.1.177.19,3
United Kingdom,2021-09-10,AY.4,3960
United Kingdom,2020-09-24,B.1.240.2,1
United Kingdom,2020-09-24,B.1.177.55,5
United Kingdom,2020-09-24,B.1.1.51,8
United Kingdom,2021-11-09,AY.4.10,6
United Kingdom,2020-09-24,B.1.177,586
South Korea,2021-04-14,B.1.1.7,5
South Korea,2021-03-30,B.1.1.7,2
South Korea,2021-04-14,B.1.497,11
United Kingdom,2021-11-04,AY.4.2,642
United Kingdom,2022-02-20,BA.2.9,231
South Korea,2021-04-11,B.1.497,13
United Kingdom,2020-09-22,B.1.258,9
United Kingdom,2020-09-24,B.1.1.37,136
United Kingdom,2021-11-07,AY.43,280
United Kingdom,2021-11-09,AY.5,192
United Kingdom,2021-11-08,AY.109,23
United Kingdom,2021-10-31,AY.4.2,687
United Kingdom,2021-01-27,B.1.408,1
South Korea,2021-04-13,B.1.497,14
United Kingdom,2021-01-01,B.1.177,83
United Kingdom,2020-09-20,B.1.235,4
South Korea,2021-04-05,B.1.429,3
United Kingdom,2021-11-08,AY.25.1,3
South Korea,2021-04-12,B.1.497,16
United Kingdom,2021-06-06,B.1.1.7,266
United Kingdom,2021-11-07,AY.4.2.1,187
United Kingdom,2020-09-01,B.1.1.51,3
United Kingdom,2020-09-24,B.1.177.4,122
United Kingdom,2020-03-27,B.45,13
United Kingdom,2022-02-08,BA.1.1.14,168
United Kingdom,2020-08-27,B.1.177,64
United Kingdom,2020-09-23,C.30,2
United Kingdom,2021-12-13,AY.4.2.2,454
South Korea,2021-02-24,B.1.459,1
United Kingdom,2021-11-07,AY.4.2,638
United Kingdom,2021-11-08,AY.90,13
United Kingdom,2020-09-20,B.1.36.17,12
United Kingdom,2020-12-02,AP.1,3
United Kingdom,2021-01-10,B.1.177,183
United Kingdom,2022-02-23,BA.1.17.2,335
United Kingdom,2020-08-26,B.1.177,66
United Kingdom,2022-02-23,BA.2,4150
United Kingdom,2022-02-21,BA.1.15,149
United Kingdom,2021-11-08,AY.25,8
United Kingdom,2020-11-15,B.1.36.17,17
United Kingdom,2022-02-19,BA.1.1,2543
United Kingdom,2021-11-07,AY.5,181
United Kingdom,2020-09-20,B.1.1.301,4
United Kingdom,2021-11-07,AY.4.2.2,205
United Kingdom,2022-02-19,BA.2.37,58
United Kingdom,2021-11-06,AY.125,5
United Kingdom,2020-06-21,B.1.1.37,16
United Kingdom,2022-02-18,BA.1,732
United Kingdom,2021-11-06,AY.43.8,1
United Kingdom,2020-09-21,B.1.36.17,89
United Kingdom,2021-11-07,B.1.617.2,49
United Kingdom,2021-11-01,AY.4,4515
United Kingdom,2021-11-01,AY.4.2.1,171
United Kingdom,2021-11-02,AY.5,169
United Kingdom,2021-09-10,AY.43,136
United Kingdom,2020-10-02,B.1.1.311,33
United Kingdom,2021-11-06,AY.43,228
United Kingdom,2021-09-08,AY.98,196
United Kingdom,2021-11-07,AY.3,11
United Kingdom,2021-11-07,AY.6,53
United Kingdom,2020-09-25,B.1.177,193
United Kingdom,2021-11-07,AY.98,253
United Kingdom,2020-10-26,B.1.177,579
United Kingdom,2021-11-07,AY.46.5,94
United Kingdom,2021-11-07,AY.4.8,41
United Kingdom,2021-11-05,AY.5,235
United Kingdom,2021-11-06,AY.4.2.2,204
United Kingdom,2021-11-05,AY.4,3971
United Kingdom,2021-11-05,AY.46.5,135
United Kingdom,2021-10-28,AY.4,3607
United Kingdom,2020-09-20,B.1.160,5
United Kingdom,2021-10-18,AY.4,4236
United Kingdom,2020-09-21,B.1.1.301,16
South Korea,2021-04-27,B.1.497,16
South Korea,2021-04-28,B.1.497,18
United Kingdom,2020-12-23,B.1.177.7,32
United Kingdom,2020-05-29,B.1,4
United Kingdom,2020-07-26,B.1.1.365,1
United Kingdom,2020-09-21,B.1.177.57,24
United Kingdom,2020-09-20,B.1.177,95
South Korea,2021-04-15,B.1.1.7,2
South Korea,2021-04-16,B.1.429,1
United Kingdom,2020-03-20,B.1,51
United Kingdom,2020-12-21,B.1.1.7,741
United Kingdom,2020-12-23,B.1.1.7,479
United Kingdom,2020-10-31,B.1.177.54,9
United Kingdom,2020-09-24,B.1.1.303,30
United Kingdom,2020-09-23,B.1.177,135
United Kingdom,2020-09-24,B.1.36.17,46
United Kingdom,2020-12-16,B.1.177,368
United Kingdom,2021-09-07,AY.4,3755
United Kingdom,2021-01-04,B.1.160.28,16
United Kingdom,2020-08-28,B.1.389,11
United Kingdom,2020-08-19,B.1.177,28
United Kingdom,2020-08-15,B.1.1.70,1
South Korea,2021-04-01,Unassigned,56
South Korea,2021-03-31,B.1.351,4
United Kingdom,2020-11-11,B.1.177.87,32
United Kingdom,2021-09-16,AY.4,4295
United Kingdom,2021-09-06,AY.4,5272
United Kingdom,2020-04-04,B.1,126
United Kingdom,2020-03-30,B.1.1,273
United Kingdom,2020-03-27,B.1.1.372,28
United Kingdom,2021-07-22,AY.4,3636
United Kingdom,2021-03-10,B.1.1.7,3065
United Kingdom,2021-03-08,B.1.1.7,2285
United Kingdom,2020-03-16,B.40,36
United Kingdom,2021-03-09,B.1.1.7,2353
United Kingdom,2020-04-21,B.1.1.1,15
United Kingdom,2021-06-10,AY.4,960
United Kingdom,2021-10-17,AY.4,2822
United Kingdom,2021-03-11,B.1.1.7,3086
United Kingdom,2021-09-06,AY.4.2,252
United Kingdom,2021-07-19,AY.4,3457
United Kingdom,2021-07-21,AY.4,3035
United Kingdom,2021-07-22,AY.43,78
United Kingdom,2021-09-09,AY.5,243
United Kingdom,2021-07-20,AY.98,111
United Kingdom,2020-03-11,B.1.1,43
United Kingdom,2021-03-07,B.1.1.7,1161
United Kingdom,2020-09-25,B.1.1.311,22
United Kingdom,2020-10-01,B.1.523,3
United Kingdom,2021-07-24,AY.4,3181
United Kingdom,2021-07-23,AY.4,3678
United Kingdom,2021-07-26,AY.6,167
United Kingdom,2020-03-03,B.1,33
United Kingdom,2021-03-05,B.1.177.7,2
United Kingdom,2020-06-05,B.1.1,21
United Kingdom,2021-07-23,AY.46.5,22
United Kingdom,2021-10-18,AY.4.2.2,134
United Kingdom,2020-03-30,B.40,64
United Kingdom,2020-10-02,B.1.177.11,16
United Kingdom,2020-09-29,B.1.177.7,25
United Kingdom,2020-09-01,B.1.1,22
United Kingdom,2020-08-24,B.1.1.310,4
United Kingdom,2020-09-13,B.1.1.310,2
United Kingdom,2021-06-30,AY.4,3399
United Kingdom,2020-03-17,B.3,5
United Kingdom,2020-10-04,AP.1,6
United Kingdom,2020-09-22,B.1,49
United Kingdom,2022-01-15,BA.1.1,1592
United Kingdom,2021-12-20,BA.1.15.1,803
United Kingdom,2022-02-06,BD.1,84
United Kingdom,2020-10-07,B.1.177.65,4
United Kingdom,2021-07-25,AY.6,204
United Kingdom,2020-10-04,B.1.177,86
United Kingdom,2020-09-30,B.1.177,151
United Kingdom,2020-10-02,B.1.177,219
United Kingdom,2022-01-03,AY.4.2.2,26
United Kingdom,2021-12-18,AY.4.2,463
United Kingdom,2021-11-12,AY.98,289
United Kingdom,2021-11-12,AY.4.2.2,264
United Kingdom,2021-11-12,AY.43,392
United Kingdom,2020-10-01,B.1.160,38
United Kingdom,2021-12-30,BA.1.1.4,11
United Kingdom,2020-11-06,B.1.177.57,22
United Kingdom,2020-11-26,B.1.177,216
United Kingdom,2020-06-18,B.1.1,56
United Kingdom,2021-01-13,B.1.177.54,7
United Kingdom,2021-12-08,AY.43,475
United Kingdom,2021-12-15,AY.4.2,788
United Kingdom,2020-08-11,B.1.36.1,2
United Kingdom,2021-11-13,AY.4.2.1,214
United Kingdom,2021-11-12,AY.4.2.1,189
United Kingdom,2021-11-13,AY.126,29
United Kingdom,2021-11-13,AY.4,3733
United Kingdom,2021-11-13,AY.4.2,696
United Kingdom,2021-11-11,AY.43,424
United Kingdom,2021-11-13,AY.43,334
United Kingdom,2020-11-01,B.1.177.4,127
United Kingdom,2021-11-11,AY.98,278
United Kingdom,2021-11-13,AY.109,9
United Kingdom,2020-09-03,B.1.177.87,3
United Kingdom,2021-11-12,AY.4.2,800
United Kingdom,2021-11-12,AY.5,194
United Kingdom,2021-11-13,AY.4.2.2,280
United Kingdom,2021-11-11,AY.121,28
United Kingdom,2020-09-29,B.1.160,14
United Kingdom,2021-11-12,AY.4.8,55
South Korea,2021-04-06,B.1.1.7,6
United Kingdom,2021-11-12,AY.122,81
United Kingdom,2020-10-01,B.1.1.307,92
United Kingdom,2021-11-12,AY.111,79
United Kingdom,2020-10-01,B.1.1.37,150
United Kingdom,2021-11-12,AY.46.5,108
United Kingdom,2021-11-11,AY.4.2,922
United Kingdom,2022-02-13,BA.1.1.13,103
United Kingdom,2020-03-23,B.3.1,19
United Kingdom,2021-11-12,AY.120,128
United Kingdom,2021-11-12,AY.3,14
United Kingdom,2021-11-12,AY.7,7
United Kingdom,2020-04-15,B.1,104
United Kingdom,2021-11-11,AY.44,4
United Kingdom,2021-08-04,AY.4,3924
United Kingdom,2021-11-11,AY.6,108
United Kingdom,2021-11-11,AY.122,84
United Kingdom,2021-11-12,AY.25.1,3
United Kingdom,2020-03-30,B.1.1.372,6
United Kingdom,2020-11-03,AD.2,40
United Kingdom,2021-11-12,AY.4.9,12
United Kingdom,2020-10-26,B.1.177.8,28
United Kingdom,2021-11-11,AY.7.2,4
United Kingdom,2021-11-12,AY.6,102
United Kingdom,2021-11-12,AY.34.1,18
United Kingdom,2021-11-12,AY.36,36
United Kingdom,2021-11-10,AY.111,59
United Kingdom,2020-10-05,B.1.177,427
United Kingdom,2021-11-12,AY.9.2,35
United Kingdom,2021-11-11,AY.111,61
United Kingdom,2020-09-27,B.1.1.307,45
United Kingdom,2021-11-11,AY.126,24
United Kingdom,2021-11-11,AY.46.5,119
United Kingdom,2020-09-01,B.1.389,7
South Korea,2021-04-17,B.1.351,1
United Kingdom,2020-11-17,B.1.177.17,25
United Kingdom,2021-10-31,AY.111,65
United Kingdom,2020-03-23,B.1.1,142
United Kingdom,2021-11-09,AY.109,7
South Korea,2021-04-15,B.1.2,3
South Korea,2021-04-15,B.1.497,11
United Kingdom,2021-11-21,AY.4,3872
South Korea,2021-04-16,B.1.497,8
United Kingdom,2021-12-07,AY.4,5093
United Kingdom,2022-02-11,BA.1.1.1,141
United Kingdom,2021-07-06,AY.4,2553
United Kingdom,2020-10-05,B.1.177.7,41
United Kingdom,2020-10-01,B.1.177,400
United Kingdom,2021-11-08,AY.4.8,52
United Kingdom,2020-12-16,B.1.177.57,22
South Korea,2021-04-08,B.1.466,2
United Kingdom,2020-12-19,B.1.177.4,21
United Kingdom,2021-02-19,B.1.1.7,2094
South Korea,2021-04-15,B.1.429,2
United Kingdom,2021-08-02,AY.120,145
United Kingdom,2021-09-15,AY.4,3927
United Kingdom,2022-01-31,BA.1.1.4,50
United Kingdom,2021-12-19,AY.4,803
United Kingdom,2020-10-06,B.1.221.1,9
United Kingdom,2020-10-06,B.1.177.8,6
United Kingdom,2020-10-05,B.1.177.55,4
United Kingdom,2021-12-15,BA.1.16,217
United Kingdom,2021-07-25,AY.98,146
United Kingdom,2022-01-04,BA.1.1.13,119
United Kingdom,2020-09-24,B.1.1.279,16
United Kingdom,2022-01-20,BA.1.1.13,117
United Kingdom,2022-01-23,BA.1.1,2469
United Kingdom,2020-09-29,B.1.1.311,35
United Kingdom,2020-10-06,B.1.177.57,44
United Kingdom,2021-07-17,AY.9,49
United Kingdom,2021-07-17,AY.4,1818
United Kingdom,2022-02-15,BA.2.5,172
United Kingdom,2022-02-18,BA.2.9,190
United Kingdom,2022-02-13,B.1.1.529,3
United Kingdom,2021-07-23,AY.5,199
United Kingdom,2020-09-29,B.1.36.17,10
United Kingdom,2020-10-01,B.1.36.17,21
United Kingdom,2020-10-02,B.1.1.308,2
United Kingdom,2020-09-29,B.1.177.16,5
United Kingdom,2021-07-26,AY.9,62
United Kingdom,2021-09-03,AY.4.2.1,15
United Kingdom,2020-10-01,B.1.177.4,57
United Kingdom,2021-12-16,AY.4,1534
United Kingdom,2020-05-05,B.1.1,123
United Kingdom,2021-11-13,AY.4.2.3,13
South Korea,2021-04-07,B.1.1.7,8
United Kingdom,2021-11-14,AY.4,3422
South Korea,2021-04-09,B.1.351,2
South Korea,2021-03-31,B.1.1.7,3
United Kingdom,2021-11-13,AY.98,274
United Kingdom,2020-09-29,B.1.1.37,46
United Kingdom,2021-11-13,AY.120,107
United Kingdom,2020-10-01,B.1.177.57,27
United Kingdom,2020-10-06,B.1.1.303,8
United Kingdom,2022-01-06,AY.4,76
United Kingdom,2021-11-14,AY.43,323
United Kingdom,2020-09-29,B.1.1.307,24
South Korea,2021-04-02,Unassigned,42
South Korea,2021-04-07,Unassigned,32
South Korea,2021-04-06,Unassigned,30
United Kingdom,2021-11-14,AY.4.2,645
United Kingdom,2021-11-14,AY.4.2.3,10
United Kingdom,2021-11-14,AY.4.2.1,176
United Kingdom,2021-11-14,AY.4.3,6
United Kingdom,2021-11-14,AY.98,244
United Kingdom,2021-11-14,AY.5,150
South Korea,2021-03-30,Unassigned,62
South Korea,2021-04-05,Unassigned,43
South Korea,2021-04-03,Unassigned,34
United Kingdom,2021-11-13,AY.5,174
United Kingdom,2021-08-03,AY.4,3649
United Kingdom,2021-11-14,AY.126,21
United Kingdom,2021-11-13,AY.124,6
United Kingdom,2022-02-08,BA.1.20,10
United Kingdom,2021-11-24,AY.4.2.1,291
South Korea,2021-04-17,Unassigned,38
South Korea,2021-04-15,Unassigned,22
South Korea,2021-04-13,Unassigned,41
South Korea,2021-04-11,Unassigned,44
United Kingdom,2021-12-20,BA.1.15,390
United Kingdom,2021-11-14,AY.34,12
United Kingdom,2020-04-08,B.1.391,16
United Kingdom,2021-11-13,AY.4.5,16
United Kingdom,2021-11-14,AY.4.2.2,304
United Kingdom,2021-11-14,AY.111,60
United Kingdom,2020-10-06,B.1.177.56,26
United Kingdom,2020-10-05,B.1.149,1
United Kingdom,2021-11-13,AY.46.5,88
United Kingdom,2021-09-27,AY.9.2,32
South Korea,2021-03-20,Unassigned,18
United Kingdom,2021-11-30,AY.4,5169
United Kingdom,2020-10-05,AD.2,60
United Kingdom,2020-09-26,AD.2,8
United Kingdom,2020-09-25,B.1.36.17,21
United Kingdom,2020-10-02,B.1.235,4
United Kingdom,2021-09-05,AY.4,2749
United Kingdom,2021-11-13,AY.100,5
United Kingdom,2021-09-06,AY.7,24
United Kingdom,2020-09-25,B.1.1.308,3
United Kingdom,2021-11-11,AY.127,52
United Kingdom,2020-09-24,B.1.160,37
United Kingdom,2020-09-25,B.1.177.4,11
United Kingdom,2021-10-14,AY.120,118
United Kingdom,2020-09-25,B.1.1.37,38
United Kingdom,2021-11-13,AY.127,32
United Kingdom,2021-11-12,AY.4.2.3,19
United Kingdom,2021-08-02,AY.6,166
United Kingdom,2021-10-17,AY.4.2,365
United Kingdom,2021-09-24,AY.4.5,5
United Kingdom,2020-09-24,B.1.1.286,19
United Kingdom,2021-08-03,AY.5,270
United Kingdom,2021-10-16,AY.5,170
United Kingdom,2021-11-13,AY.111,62
United Kingdom,2021-09-04,AY.4.2,155
United Kingdom,2020-10-22,B.1.1.434,1
United Kingdom,2021-11-12,AY.104,2
United Kingdom,2021-11-14,AY.120,99
United Kingdom,2021-11-12,AY.72,1
United Kingdom,2020-11-05,B.1.177.87,43
United Kingdom,2020-09-28,B.1.177,90
United Kingdom,2021-11-13,AY.122,75
South Korea,2021-03-27,Unassigned,24
South Korea,2021-03-12,Unassigned,15
South Korea,2021-03-15,Unassigned,16
United Kingdom,2022-01-14,BA.1.16,199
United Kingdom,2021-12-11,AY.4.2,762
United Kingdom,2020-10-14,B.1.36.17,14
United Kingdom,2021-10-01,AY.4,2610
