Entity,Code,Day,Weekly new hospital admissions per million
Scotland,,2021-12-21,110.501
Scotland,,2021-12-22,114.709
Scotland,,2021-12-23,116.173
Scotland,,2021-12-24,123.308
Scotland,,2021-12-25,126.601
Scotland,,2021-12-26,138.127
Scotland,,2021-12-27,143.432
Scotland,,2021-12-28,154.592
Scotland,,2021-12-29,167.764
Scotland,,2021-12-30,183.315
Scotland,,2021-12-31,201.244
Scotland,,2022-01-01,211.855
Scotland,,2022-01-02,219.356
Scotland,,2022-01-03,222.283
Scotland,,2022-01-04,229.418
Scotland,,2022-01-05,226.308
Scotland,,2022-01-06,227.04
Scotland,,2022-01-07,222.466
Scotland,,2022-01-08,225.576
Scotland,,2022-01-09,226.308
Scotland,,2022-01-10,228.869
Scotland,,2022-01-11,229.418
Scotland,,2022-01-12,227.955
Scotland,,2022-01-13,223.564
Scotland,,2022-01-14,218.441
Scotland,,2022-01-15,208.928
Scotland,,2022-01-16,198.866
Scotland,,2022-01-17,193.194
Scotland,,2022-01-18,183.132
Scotland,,2022-01-19,179.107
Scotland,,2022-01-20,173.802
Scotland,,2022-01-21,171.24
Scotland,,2022-01-22,171.606
Scotland,,2022-01-23,171.423
Scotland,,2022-01-24,169.777
Scotland,,2022-01-25,168.862
Scotland,,2022-01-26,166.301
Scotland,,2022-01-27,162.825
Scotland,,2022-01-28,157.885
Scotland,,2022-01-29,154.226
Scotland,,2022-01-30,151.116
Scotland,,2022-01-31,152.763
Scotland,,2022-02-01,154.409
Scotland,,2022-02-02,154.775
Scotland,,2022-02-03,157.153
Scotland,,2022-02-04,162.825
Scotland,,2022-02-05,165.752
Scotland,,2022-02-06,163.374
Scotland,,2022-02-07,159.349
Scotland,,2022-02-08,157.885
Scotland,,2022-02-09,158.617
Scotland,,2022-02-10,155.324
Scotland,,2022-02-11,150.384
Scotland,,2022-02-12,149.104
Scotland,,2022-02-13,156.056
Scotland,,2022-02-14,160.08
Scotland,,2022-02-15,161.544
Scotland,,2022-02-16,170.692
Scotland,,2022-02-17,177.644
Scotland,,2022-02-18,182.217
Scotland,,2022-02-19,185.876
Scotland,,2022-02-20,184.413
Scotland,,2022-02-21,184.23
Scotland,,2022-02-22,183.681
Scotland,,2022-02-23,183.864
Scotland,,2022-02-24,187.889
Scotland,,2022-02-25,198.317
Scotland,,2022-02-26,201.244
Scotland,,2022-02-27,203.074
Scotland,,2022-02-28,212.221
Scotland,,2022-03-01,220.454
Scotland,,2022-03-02,223.564
Scotland,,2022-03-03,224.296
Scotland,,2022-03-04,228.869
Scotland,,2022-03-05,230.333
Scotland,,2022-03-06,235.821
Scotland,,2022-03-07,234.907
Scotland,,2022-03-08,242.591
Scotland,,2022-03-09,249.36
Scotland,,2022-03-10,259.239
Scotland,,2022-03-11,259.971
Scotland,,2022-03-12,270.948
Scotland,,2022-03-13,277.168
Scotland,,2022-03-14,289.608
Scotland,,2022-03-15,295.097
Scotland,,2022-03-16,298.573
Scotland,,2022-03-17,304.793
Scotland,,2022-03-18,309.367
Scotland,,2022-03-19,305.342
Scotland,,2022-03-20,307.72
Scotland,,2022-03-21,303.696
Scotland,,2022-03-22,299.488
Scotland,,2022-03-23,301.683
Scotland,,2022-03-24,298.939
Scotland,,2022-03-25,294.731
Scotland,,2022-03-26,294.914
Scotland,,2022-03-27,285.767
Scotland,,2022-03-28,279.363
Scotland,,2022-03-29,283.937
Scotland,,2022-03-30,281.193
Scotland,,2022-03-31,278.814
Scotland,,2022-04-01,273.143
Scotland,,2022-04-02,272.045
Scotland,,2022-04-03,273.326
Scotland,,2022-04-04,276.07
Scotland,,2022-04-05,264.544
Scotland,,2022-04-06,249.543
Scotland,,2022-04-07,242.774
Scotland,,2022-04-08,238.2
Scotland,,2022-04-09,231.431
Scotland,,2022-04-10,230.699
Scotland,,2022-04-11,217.892
Scotland,,2022-04-12,212.221
Scotland,,2022-04-13,211.855
Scotland,,2022-04-14,205.818
Scotland,,2022-04-15,201.427
Scotland,,2022-04-16,198.317
Scotland,,2022-04-17,190.45
Scotland,,2022-04-18,184.413
Scotland,,2022-04-19,179.656
Scotland,,2022-04-20,176.18
Scotland,,2022-04-21,168.496
Scotland,,2022-04-22,165.203
Scotland,,2022-04-23,158.068
Scotland,,2022-04-24,152.397
Scotland,,2022-04-25,149.469
Scotland,,2022-04-26,142.883
Scotland,,2022-04-27,136.48
Scotland,,2022-04-28,132.455
Scotland,,2022-04-29,124.222
Scotland,,2022-04-30,124.954
Scotland,,2022-05-01,125.503
Scotland,,2022-05-02,123.308
Scotland,,2022-05-03,121.295
Scotland,,2022-05-04,117.453
Scotland,,2022-05-05,112.331
Scotland,,2022-05-06,109.404
Scotland,,2022-05-07,106.842
Scotland,,2022-05-08,104.83
Scotland,,2022-05-09,107.025
Scotland,,2022-05-10,110.501
Scotland,,2022-05-11,108.306
Scotland,,2022-05-12,110.867
Scotland,,2022-05-13,109.404
Scotland,,2022-05-14,105.745
Scotland,,2022-05-15,103.183
Scotland,,2022-05-16,100.622
Scotland,,2022-05-17,93.304
Scotland,,2022-05-18,92.938
Scotland,,2022-05-19,89.462
Scotland,,2022-05-20,89.645
Scotland,,2022-05-21,90.926
Scotland,,2022-05-22,91.475
Scotland,,2022-05-23,88.364
Scotland,,2022-05-24,93.487
Scotland,,2022-05-25,98.61
Scotland,,2022-05-26,98.793
Scotland,,2022-05-27,99.707
Scotland,,2022-05-28,100.439
Scotland,,2022-05-29,106.293
Scotland,,2022-05-30,112.148
Scotland,,2022-05-31,106.842
Scotland,,2022-06-01,103.366
Scotland,,2022-06-02,109.952
Scotland,,2022-06-03,112.514
Scotland,,2022-06-04,115.258
Scotland,,2022-06-05,117.453
Scotland,,2022-06-06,122.21
Scotland,,2022-06-07,130.26
Scotland,,2022-06-08,137.212
Scotland,,2022-06-09,141.054
Scotland,,2022-06-10,149.104
Scotland,,2022-06-11,152.763
Scotland,,2022-06-12,154.775
Scotland,,2022-06-13,157.153
Scotland,,2022-06-14,161.91
Scotland,,2022-06-15,167.398
Scotland,,2022-06-16,171.789
Scotland,,2022-06-17,175.448
Scotland,,2022-06-18,178.558
Scotland,,2022-06-19,178.192
Scotland,,2022-06-20,183.132
Scotland,,2022-06-21,189.901
Scotland,,2022-06-22,193.743
Scotland,,2022-06-23,201.793
Scotland,,2022-06-24,212.953
Scotland,,2022-06-25,221.734
Scotland,,2022-06-26,231.248
Scotland,,2022-06-27,235.09
Scotland,,2022-06-28,242.225
Scotland,,2022-06-29,245.518
Scotland,,2022-06-30,246.615
Scotland,,2022-07-01,240.944
Scotland,,2022-07-02,242.225
Scotland,,2022-07-03,237.285
Scotland,,2022-07-04,238.2
Scotland,,2022-07-05,233.992
Scotland,,2022-07-06,233.077
Scotland,,2022-07-07,234.541
Scotland,,2022-07-08,231.98
Scotland,,2022-07-09,228.503
Scotland,,2022-07-10,226.125
Scotland,,2022-07-11,227.589
Scotland,,2022-07-12,228.503
Scotland,,2022-07-13,225.576
Scotland,,2022-07-14,216.429
Scotland,,2022-07-15,210.757
Scotland,,2022-07-16,205.269
Scotland,,2022-07-17,208.562
Scotland,,2022-07-18,204.72
Scotland,,2022-07-19,195.573
Scotland,,2022-07-20,193.194
Scotland,,2022-07-21,190.45
Scotland,,2022-07-22,190.816
Scotland,,2022-07-23,192.462
Scotland,,2022-07-24,186.059
Scotland,,2022-07-25,177.278
Scotland,,2022-07-26,169.594
Scotland,,2022-07-27,163.374
Scotland,,2022-07-28,160.446
Scotland,,2022-07-29,154.043
Scotland,,2022-07-30,145.262
Scotland,,2022-07-31,141.42
Scotland,,2022-08-01,136.297
Scotland,,2022-08-02,134.651
Scotland,,2022-08-03,128.43
Scotland,,2022-08-04,120.929
Scotland,,2022-08-05,115.075
Scotland,,2022-08-06,109.221
Scotland,,2022-08-07,106.111
Scotland,,2022-08-08,101.903
Scotland,,2022-08-09,98.427
Scotland,,2022-08-10,97.512
Scotland,,2022-08-11,95.682
Scotland,,2022-08-12,99.158
Scotland,,2022-08-13,100.805
Scotland,,2022-08-14,99.341
Scotland,,2022-08-15,100.439
Scotland,,2022-08-16,96.597
Scotland,,2022-08-17,90.926
Scotland,,2022-08-18,87.267
Scotland,,2022-08-19,83.608
Scotland,,2022-08-20,79.766
Scotland,,2022-08-21,79.4
Scotland,,2022-08-22,75.375
Scotland,,2022-08-23,75.375
Scotland,,2022-08-24,77.753
Scotland,,2022-08-25,80.864
Scotland,,2022-08-26,76.29
Scotland,,2022-08-27,77.205
Scotland,,2022-08-28,76.839
Scotland,,2022-08-29,75.741
Scotland,,2022-08-30,73.18
Scotland,,2022-08-31,70.801
Scotland,,2022-09-01,68.24
Scotland,,2022-09-02,71.716
Scotland,,2022-09-03,72.631
Scotland,,2022-09-04,72.814
Scotland,,2022-09-05,74.46
Scotland,,2022-09-06,78.668
Scotland,,2022-09-07,77.387
Scotland,,2022-09-08,77.753
Scotland,,2022-09-09,74.46
Scotland,,2022-09-10,71.533
Scotland,,2022-09-11,67.691
Singapore,SGP,2023-02-26,14.901
Singapore,SGP,2023-03-05,28.384
Singapore,SGP,2023-03-12,38.673
Singapore,SGP,2023-03-19,47.365
Singapore,SGP,2023-03-26,60.138
Singapore,SGP,2023-04-02,75.217
Singapore,SGP,2023-04-09,92.602
Singapore,SGP,2023-04-16,99.875
Singapore,SGP,2023-04-23,100.762
Singapore,SGP,2023-04-30,97.037
Singapore,SGP,2023-05-07,97.924
Singapore,SGP,2023-05-14,67.234
Singapore,SGP,2023-05-21,61.735
Singapore,SGP,2023-05-28,39.028
Singapore,SGP,2023-06-04,39.382
Singapore,SGP,2023-06-11,33.528
Singapore,SGP,2023-06-18,26.078
Singapore,SGP,2023-06-25,27.497
Singapore,SGP,2023-07-02,26.965
Singapore,SGP,2023-07-09,20.046
Singapore,SGP,2023-07-16,17.74
Singapore,SGP,2023-07-23,18.095
Singapore,SGP,2023-07-30,15.611
Singapore,SGP,2023-08-06,14.901
Singapore,SGP,2023-08-13,18.095
Singapore,SGP,2023-08-20,16.853
Singapore,SGP,2023-08-27,22.352
Singapore,SGP,2023-09-03,26.787
Singapore,SGP,2023-09-10,24.658
Singapore,SGP,2023-09-17,28.206
Singapore,SGP,2023-09-24,39.737
Singapore,SGP,2023-10-01,46.478
Singapore,SGP,2023-10-08,44.172
Singapore,SGP,2023-10-15,39.56
Singapore,SGP,2023-10-22,42.043
Singapore,SGP,2023-10-29,41.156
Singapore,SGP,2023-11-05,38.496
Singapore,SGP,2023-11-12,40.269
Singapore,SGP,2023-11-19,47.72
Singapore,SGP,2023-11-26,81.603
Singapore,SGP,2023-12-03,135.355
Singapore,SGP,2023-12-10,171.19
Singapore,SGP,2023-12-17,153.272
Singapore,SGP,2023-12-24,87.99
Singapore,SGP,2023-12-31,52.155
Singapore,SGP,2024-01-07,37.786
Singapore,SGP,2024-01-14,30.69
Singapore,SGP,2024-01-21,14.724
Singapore,SGP,2024-01-28,10.644
Singapore,SGP,2024-02-04,4.967
Singapore,SGP,2024-02-11,4.258
Singapore,SGP,2024-02-18,3.548
Slovakia,SVK,2020-03-08,1.288
Slovakia,SVK,2020-03-15,4.232
Slovakia,SVK,2020-03-22,5.888
Slovakia,SVK,2020-03-29,4.6
Slovakia,SVK,2020-04-05,3.864
Slovakia,SVK,2020-04-12,4.968
Slovakia,SVK,2020-04-19,10.672
Slovakia,SVK,2020-04-26,4.784
Slovakia,SVK,2020-05-03,0.92
Slovakia,SVK,2020-05-10,0.184
Slovakia,SVK,2020-05-17,0.736
Slovakia,SVK,2020-05-24,0.368
Slovakia,SVK,2020-05-31,0.184
Slovakia,SVK,2020-06-21,0.368
Slovakia,SVK,2020-06-28,1.104
Slovakia,SVK,2020-07-05,0.736
Slovakia,SVK,2020-07-12,0.552
Slovakia,SVK,2020-07-19,1.84
Slovakia,SVK,2020-07-26,2.024
Slovakia,SVK,2020-08-02,2.76
Slovakia,SVK,2020-08-09,3.312
Slovakia,SVK,2020-08-16,4.416
Slovakia,SVK,2020-08-23,3.496
Slovakia,SVK,2020-08-30,7.912
Slovakia,SVK,2020-09-06,11.04
Slovakia,SVK,2020-09-13,10.12
Slovakia,SVK,2020-09-20,14.352
Slovakia,SVK,2020-09-27,30.176
Slovakia,SVK,2020-10-04,44.345
Slovakia,SVK,2020-10-11,55.201
Slovakia,SVK,2020-10-18,84.641
Slovakia,SVK,2020-10-25,143.154
Slovakia,SVK,2020-11-01,161.738
Slovakia,SVK,2020-11-08,144.626
Slovakia,SVK,2020-11-15,116.842
Slovakia,SVK,2020-11-22,133.034
Slovakia,SVK,2020-11-29,149.042
Slovakia,SVK,2020-12-06,149.41
Slovakia,SVK,2020-12-13,174.618
Slovakia,SVK,2020-12-20,184.922
Slovakia,SVK,2020-12-27,156.954
Slovakia,SVK,2021-01-03,195.963
Slovakia,SVK,2021-01-10,201.299
Slovakia,SVK,2021-01-17,207.739
Slovakia,SVK,2021-01-24,214.363
Slovakia,SVK,2021-01-31,198.171
Slovakia,SVK,2021-02-07,197.987
Slovakia,SVK,2021-02-14,207.187
Slovakia,SVK,2021-02-21,225.403
Slovakia,SVK,2021-02-28,221.355
Slovakia,SVK,2021-03-07,217.123
Slovakia,SVK,2021-03-14,194.675
Slovakia,SVK,2021-03-21,165.97
Slovakia,SVK,2021-03-28,153.826
Slovakia,SVK,2021-04-04,125.858
Slovakia,SVK,2021-04-11,103.593
Slovakia,SVK,2021-04-18,86.481
Slovakia,SVK,2021-04-25,69.369
Slovakia,SVK,2021-05-02,55.937
Slovakia,SVK,2021-05-09,41.033
Slovakia,SVK,2021-05-16,38.272
Slovakia,SVK,2021-05-23,24.288
Slovakia,SVK,2021-05-30,21.344
Slovakia,SVK,2021-06-06,18.4
Slovakia,SVK,2021-06-13,13.984
Slovakia,SVK,2021-06-20,11.96
Slovakia,SVK,2021-06-27,5.336
Slovakia,SVK,2021-07-04,3.128
Slovakia,SVK,2021-07-11,2.392
Slovakia,SVK,2021-07-18,2.576
Slovakia,SVK,2021-07-25,1.84
Slovakia,SVK,2021-08-01,3.68
Slovakia,SVK,2021-08-08,2.944
Slovakia,SVK,2021-08-15,4.048
Slovakia,SVK,2021-08-22,4.232
Slovakia,SVK,2021-08-29,5.52
Slovakia,SVK,2021-09-05,12.328
Slovakia,SVK,2021-09-12,28.704
Slovakia,SVK,2021-09-19,35.144
Slovakia,SVK,2021-09-26,53.545
Slovakia,SVK,2021-10-03,68.449
Slovakia,SVK,2021-10-10,68.817
Slovakia,SVK,2021-10-17,84.273
Slovakia,SVK,2021-10-24,113.713
Slovakia,SVK,2021-10-31,165.97
Slovakia,SVK,2021-11-07,208.291
Slovakia,SVK,2021-11-14,224.483
Slovakia,SVK,2021-11-21,250.427
Slovakia,SVK,2021-11-28,254.843
Slovakia,SVK,2021-12-05,241.411
Slovakia,SVK,2021-12-12,210.683
Slovakia,SVK,2021-12-19,173.514
Slovakia,SVK,2021-12-26,123.65
Slovakia,SVK,2022-01-02,121.994
Slovakia,SVK,2022-01-09,92.921
Slovakia,SVK,2022-01-16,71.761
Slovakia,SVK,2022-01-23,76.177
Slovakia,SVK,2022-01-30,123.098
Slovakia,SVK,2022-02-06,187.498
Slovakia,SVK,2022-02-13,200.747
Slovakia,SVK,2022-02-20,221.539
Slovakia,SVK,2022-02-27,192.835
Slovakia,SVK,2022-03-06,172.962
Slovakia,SVK,2022-03-13,161.37
Slovakia,SVK,2022-03-20,169.65
Slovakia,SVK,2022-03-27,152.722
Slovakia,SVK,2022-04-03,133.402
Slovakia,SVK,2022-04-10,108.009
Slovakia,SVK,2022-04-17,55.017
Slovakia,SVK,2022-04-24,60.905
Slovakia,SVK,2022-05-01,53.177
Slovakia,SVK,2022-05-08,28.888
Slovakia,SVK,2022-05-15,21.16
Slovakia,SVK,2022-05-22,11.96
Slovakia,SVK,2022-05-29,9.016
Slovakia,SVK,2022-06-05,9.936
Slovakia,SVK,2022-06-12,9.2
Slovakia,SVK,2022-06-19,13.432
Slovakia,SVK,2022-06-26,28.888
Slovakia,SVK,2022-07-03,28.52
Slovakia,SVK,2022-07-10,29.992
Slovakia,SVK,2022-07-17,43.977
Slovakia,SVK,2022-07-24,68.081
Slovakia,SVK,2022-07-31,77.281
Slovakia,SVK,2022-08-07,55.201
Slovakia,SVK,2022-08-14,51.705
Slovakia,SVK,2022-08-21,49.865
Slovakia,SVK,2022-08-28,44.897
Slovakia,SVK,2022-09-04,35.144
Slovakia,SVK,2022-09-11,33.672
Slovakia,SVK,2022-09-18,40.849
Slovakia,SVK,2022-09-25,58.697
Slovakia,SVK,2022-10-02,103.777
Slovakia,SVK,2022-10-09,96.417
Slovakia,SVK,2022-10-16,86.113
Slovakia,SVK,2022-10-23,67.345
Slovakia,SVK,2022-10-30,57.409
Slovakia,SVK,2022-11-06,48.761
Slovakia,SVK,2022-11-13,33.856
Slovakia,SVK,2022-11-20,31.28
Slovakia,SVK,2022-11-27,31.464
Slovakia,SVK,2022-12-04,45.633
Slovakia,SVK,2022-12-11,58.329
Slovakia,SVK,2022-12-18,46.001
Slovakia,SVK,2022-12-25,43.977
Slovakia,SVK,2023-01-01,42.689
Slovakia,SVK,2023-01-08,28.152
Slovakia,SVK,2023-01-15,28.704
Slovakia,SVK,2023-01-22,27.416
Slovakia,SVK,2023-01-29,23.552
Slovakia,SVK,2023-02-05,33.12
Slovakia,SVK,2023-02-12,50.969
Slovakia,SVK,2023-02-19,55.201
Slovakia,SVK,2023-02-26,48.945
Slovakia,SVK,2023-03-05,62.929
Slovakia,SVK,2023-03-12,69.921
Slovakia,SVK,2023-03-19,56.673
Slovakia,SVK,2023-03-26,49.313
Slovakia,SVK,2023-04-02,40.849
Slovakia,SVK,2023-04-09,27.6
Slovakia,SVK,2023-04-16,35.144
Slovakia,SVK,2023-04-23,24.472
Slovakia,SVK,2023-04-30,18.584
Slovakia,SVK,2023-05-07,13.8
Slovakia,SVK,2023-05-14,12.512
Slovakia,SVK,2023-05-21,7.912
Slovakia,SVK,2023-05-28,7.544
Slovakia,SVK,2023-06-04,6.072
Slovakia,SVK,2023-06-11,3.496
Slovakia,SVK,2023-06-18,4.784
Slovakia,SVK,2023-06-25,3.496
Slovakia,SVK,2023-07-02,1.472
Slovakia,SVK,2023-07-09,1.104
Slovakia,SVK,2023-07-16,2.76
Slovakia,SVK,2023-07-23,1.288
Slovakia,SVK,2023-07-30,1.104
Slovakia,SVK,2023-08-06,1.104
Slovakia,SVK,2023-08-13,1.472
Slovakia,SVK,2023-08-20,2.392
Slovakia,SVK,2023-08-27,4.416
Slovakia,SVK,2023-09-03,4.232
Slovakia,SVK,2023-09-10,7.176
Slovakia,SVK,2023-09-17,7.728
Slovakia,SVK,2023-09-24,16.008
Slovakia,SVK,2023-10-01,23.552
Slovakia,SVK,2023-10-08,19.688
Slovakia,SVK,2023-10-15,24.472
Slovakia,SVK,2023-10-22,31.28
Slovakia,SVK,2023-10-29,32.568
Slovakia,SVK,2023-11-05,29.256
Slovakia,SVK,2023-11-12,29.44
Slovakia,SVK,2023-11-19,26.312
Slovakia,SVK,2023-11-26,32.384
Slovenia,SVN,2020-02-12,0
Slovenia,SVN,2020-03-01,0
Slovenia,SVN,2020-03-08,9.966
Slovenia,SVN,2020-03-15,16.135
Slovenia,SVN,2020-03-22,19.457
Slovenia,SVN,2020-03-29,36.542
Slovenia,SVN,2020-04-05,24.678
Slovenia,SVN,2020-04-12,26.576
Slovenia,SVN,2020-04-19,21.356
Slovenia,SVN,2020-04-26,11.39
Slovenia,SVN,2020-05-03,8.542
Slovenia,SVN,2020-05-10,3.322
Slovenia,SVN,2020-05-17,1.898
Slovenia,SVN,2020-05-24,0
Slovenia,SVN,2020-05-31,0.475
Slovenia,SVN,2020-06-07,0.475
Slovenia,SVN,2020-06-14,0.475
Slovenia,SVN,2020-06-21,1.424
Slovenia,SVN,2020-06-28,1.424
Slovenia,SVN,2020-07-05,1.898
Slovenia,SVN,2020-07-12,7.119
Slovenia,SVN,2020-07-19,5.22
Slovenia,SVN,2020-07-26,9.017
Slovenia,SVN,2020-08-02,4.271
Slovenia,SVN,2020-08-09,6.169
Slovenia,SVN,2020-08-16,5.695
Slovenia,SVN,2020-08-23,5.22
Slovenia,SVN,2020-08-30,7.119
Slovenia,SVN,2020-09-06,8.068
Slovenia,SVN,2020-09-13,14.237
Slovenia,SVN,2020-09-20,25.627
Slovenia,SVN,2020-09-27,34.169
Slovenia,SVN,2020-10-04,40.338
Slovenia,SVN,2020-10-11,62.643
Slovenia,SVN,2020-10-18,111.523
Slovenia,SVN,2020-10-25,222.098
Slovenia,SVN,2020-11-01,333.147
Slovenia,SVN,2020-11-08,430.433
Slovenia,SVN,2020-11-15,421.891
Slovenia,SVN,2020-11-22,349.757
Slovenia,SVN,2020-11-29,408.128
Slovenia,SVN,2020-12-06,390.095
Slovenia,SVN,2020-12-13,405.281
Slovenia,SVN,2020-12-20,345.485
Slovenia,SVN,2020-12-27,326.977
Slovenia,SVN,2021-01-03,356.4
Slovenia,SVN,2021-01-10,353.079
Slovenia,SVN,2021-01-17,354.977
Slovenia,SVN,2021-01-24,330.299
Slovenia,SVN,2021-01-31,274.775
Slovenia,SVN,2021-02-07,236.335
Slovenia,SVN,2021-02-14,175.59
Slovenia,SVN,2021-02-21,132.404
Slovenia,SVN,2021-02-28,150.438
Slovenia,SVN,2021-03-07,150.438
Slovenia,SVN,2021-03-14,127.184
Slovenia,SVN,2021-03-21,154.709
Slovenia,SVN,2021-03-28,175.59
Slovenia,SVN,2021-04-04,188.878
Slovenia,SVN,2021-04-11,214.03
Slovenia,SVN,2021-04-18,204.064
Slovenia,SVN,2021-04-25,192.675
Slovenia,SVN,2021-05-02,173.692
Slovenia,SVN,2021-05-09,133.354
Slovenia,SVN,2021-05-16,111.523
Slovenia,SVN,2021-05-23,76.405
Slovenia,SVN,2021-05-30,57.897
Slovenia,SVN,2021-06-06,46.508
Slovenia,SVN,2021-06-13,39.864
Slovenia,SVN,2021-06-20,23.728
Slovenia,SVN,2021-06-27,12.813
Slovenia,SVN,2021-07-04,11.864
Slovenia,SVN,2021-07-11,8.542
Slovenia,SVN,2021-07-18,3.797
Slovenia,SVN,2021-07-25,7.119
Slovenia,SVN,2021-08-01,6.644
Slovenia,SVN,2021-08-08,9.491
Slovenia,SVN,2021-08-15,18.508
Slovenia,SVN,2021-08-22,27.525
Slovenia,SVN,2021-08-29,65.016
Slovenia,SVN,2021-09-05,87.32
Slovenia,SVN,2021-09-12,106.303
Slovenia,SVN,2021-09-19,123.862
Slovenia,SVN,2021-09-26,131.93
Slovenia,SVN,2021-10-03,144.743
Slovenia,SVN,2021-10-10,126.235
Slovenia,SVN,2021-10-17,122.439
Slovenia,SVN,2021-10-24,168.946
Slovenia,SVN,2021-10-31,250.097
Slovenia,SVN,2021-11-07,309.418
Slovenia,SVN,2021-11-14,342.638
Slovenia,SVN,2021-11-21,349.757
Slovenia,SVN,2021-11-28,326.503
Slovenia,SVN,2021-12-05,273.826
Slovenia,SVN,2021-12-12,220.2
Slovenia,SVN,2021-12-19,157.082
Slovenia,SVN,2021-12-26,134.777
Slovenia,SVN,2022-01-02,134.303
Slovenia,SVN,2022-01-09,155.658
Slovenia,SVN,2022-01-16,178.912
Slovenia,SVN,2022-01-23,214.979
Slovenia,SVN,2022-01-30,284.741
Slovenia,SVN,2022-02-06,316.537
Slovenia,SVN,2022-02-13,322.706
Slovenia,SVN,2022-02-20,273.826
Slovenia,SVN,2022-02-27,167.048
Slovenia,SVN,2022-03-06,119.591
Slovenia,SVN,2022-03-13,106.778
Slovenia,SVN,2022-03-20,95.863
Slovenia,SVN,2022-03-27,105.829
Slovenia,SVN,2022-04-03,104.405
Slovenia,SVN,2022-04-10,97.761
Slovenia,SVN,2022-04-17,66.914
Slovenia,SVN,2022-04-24,63.118
Slovenia,SVN,2022-05-01,62.643
Slovenia,SVN,2022-05-08,46.982
Slovenia,SVN,2022-05-15,29.423
Slovenia,SVN,2022-05-22,16.61
Slovenia,SVN,2022-05-29,15.186
Slovenia,SVN,2022-06-05,16.135
Slovenia,SVN,2022-06-12,13.762
Slovenia,SVN,2022-06-19,14.237
Slovenia,SVN,2022-06-26,20.881
Slovenia,SVN,2022-07-03,40.338
Slovenia,SVN,2022-07-10,39.864
Slovenia,SVN,2022-07-17,71.185
Slovenia,SVN,2022-07-24,65.965
Slovenia,SVN,2022-07-31,50.779
Slovenia,SVN,2022-08-07,56.948
Slovenia,SVN,2022-08-14,58.372
Slovenia,SVN,2022-08-21,49.355
Slovenia,SVN,2022-08-28,44.609
Slovenia,SVN,2022-09-04,47.931
Slovenia,SVN,2022-09-11,34.643
Slovenia,SVN,2022-09-18,42.711
Slovenia,SVN,2022-09-25,37.965
Slovenia,SVN,2022-10-02,66.914
Slovenia,SVN,2022-10-09,62.643
Slovenia,SVN,2022-10-16,56.474
Slovenia,SVN,2022-10-23,40.813
Slovenia,SVN,2022-10-30,43.186
Slovenia,SVN,2022-11-06,44.609
Slovenia,SVN,2022-11-13,43.186
Slovenia,SVN,2022-11-20,44.135
Slovenia,SVN,2022-11-27,46.508
Slovenia,SVN,2022-12-04,46.508
Slovenia,SVN,2022-12-11,60.745
Slovenia,SVN,2022-12-18,77.355
Slovenia,SVN,2022-12-25,67.389
Slovenia,SVN,2023-01-01,66.914
Slovenia,SVN,2023-01-08,58.372
Slovenia,SVN,2023-01-15,44.609
Slovenia,SVN,2023-01-22,32.745
Slovenia,SVN,2023-01-29,21.356
Slovenia,SVN,2023-02-05,16.61
Slovenia,SVN,2023-02-12,10.915
Slovenia,SVN,2023-02-19,16.135
Slovenia,SVN,2023-02-26,16.61
Slovenia,SVN,2023-03-05,26.576
Slovenia,SVN,2023-03-12,20.406
Slovenia,SVN,2023-03-19,36.067
Slovenia,SVN,2023-03-26,29.423
South Africa,ZAF,2020-04-25,4.491
South Africa,ZAF,2020-05-02,6.512
South Africa,ZAF,2020-05-09,7.714
South Africa,ZAF,2020-05-16,18.049
South Africa,ZAF,2020-05-23,23.809
South Africa,ZAF,2020-05-30,33.242
South Africa,ZAF,2020-06-06,38.869
South Africa,ZAF,2020-06-13,50.506
South Africa,ZAF,2020-06-20,72.528
South Africa,ZAF,2020-06-27,99.175
South Africa,ZAF,2020-07-04,120.897
South Africa,ZAF,2020-07-11,137.844
South Africa,ZAF,2020-07-18,147.995
South Africa,ZAF,2020-07-25,143.721
South Africa,ZAF,2020-08-01,122.583
South Africa,ZAF,2020-08-08,100.561
South Africa,ZAF,2020-08-15,74.832
South Africa,ZAF,2020-08-22,62.11
South Africa,ZAF,2020-08-29,48.619
South Africa,ZAF,2020-09-05,41.841
South Africa,ZAF,2020-09-12,37.917
South Africa,ZAF,2020-09-19,32.875
South Africa,ZAF,2020-09-26,31.105
South Africa,ZAF,2020-10-03,28.384
South Africa,ZAF,2020-10-10,31.923
South Africa,ZAF,2020-10-17,31.422
South Africa,ZAF,2020-10-24,33.359
South Africa,ZAF,2020-10-31,34.912
South Africa,ZAF,2020-11-07,36.264
South Africa,ZAF,2020-11-14,41.941
South Africa,ZAF,2020-11-21,52.276
South Africa,ZAF,2020-11-28,63.779
South Africa,ZAF,2020-12-05,83.848
South Africa,ZAF,2020-12-12,125.906
South Africa,ZAF,2020-12-19,168.281
South Africa,ZAF,2020-12-26,214.763
South Africa,ZAF,2021-01-02,268.425
South Africa,ZAF,2021-01-09,303.604
South Africa,ZAF,2021-01-16,281.448
South Africa,ZAF,2021-01-23,198.501
South Africa,ZAF,2021-01-30,122.35
South Africa,ZAF,2021-02-06,88.223
South Africa,ZAF,2021-02-13,65.482
South Africa,ZAF,2021-02-20,50.506
South Africa,ZAF,2021-02-27,40.655
South Africa,ZAF,2021-03-06,35.613
