"country","lineage","slope_log","slope_y_1_7","peak_val","auc_norm","longest_inc_run","zero_count","c22_DN_HistogramMode_5","c22_DN_HistogramMode_10","c22_CO_f1ecac","c22_CO_FirstMin_ac","c22_CO_HistogramAMI_even_2_5","c22_CO_trev_1_num","c22_MD_hrv_classic_pnn40","c22_SB_BinaryStats_mean_longstretch1","c22_SB_TransitionMatrix_3ac_sumdiagcov","c22_PD_PeriodicityWang_th0_01","c22_CO_Embed2_Dist_tau_d_expfit_meandiff","c22_IN_AutoMutualInfoStats_40_gaussian_fmmi","c22_FC_LocalSimple_mean1_tauresrat","c22_DN_OutlierInclude_p_001_mdrmd","c22_DN_OutlierInclude_n_001_mdrmd","c22_SP_Summaries_welch_rect_area_5_1","c22_SB_BinaryStats_diff_longstretch0","c22_SB_MotifThree_quantile_hh","c22_SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1","c22_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1","c22_SP_Summaries_welch_rect_centroid","c22_FC_LocalSimple_mean3_stderr"
"Australia","BE.1",0.0457048177326733,-0.000629536008799542,0.0336134453781513,0.00819968111675452,3,6,-0.640527574191936,-0.418030252260893,1.67620300856676,1,0.181357892273296,0.557913001923711,0.925925925925926,4,0.08,6,0.0719123083338132,2,0.2,0.535714285714286,0,0.218275161481241,3,2.15011103066999,0,0,1.76714586764437,1.07027997066823
"Australia","BF (BA.5.2.1)",0.107795332624103,0.0019380277387602,0.140684410646388,0.0454599440307235,4,0,-0.694233182491329,-0.525979369622103,4.94059469819332,16,0.692301556219337,0.129858631010561,0.925925925925926,9,0.166666666666667,2,0.337131609950982,1,0.1,0.857142857142857,-0.446428571428571,0.783635778563851,4,1.81646431639944,0,0,0.196349540849375,0.3757955380041
"Australia","BF.17",0.0949159109076213,0.00201240752937947,0.0863636363636364,0.0156208960682826,3,3,-0.402221551144781,-0.153548385694666,2.34355351095216,5,0.181220278163837,-0.93073952924856,0.925925925925926,5,0.0277777777777778,2,0.178320953446862,3,0.25,0.785714285714286,-0.25,0.414145884103412,5,2.10878815079699,0,0,0.7853981633975,1.00064920483521
"Australia","BF.18",0.0615083359933769,-0.000203107651167744,0.0383141762452107,0.0152817515846814,2,2,-0.39301420918953,-0.194228456027991,1.78873725904772,4,0.310304493834561,0.725213751358283,1,4,0.0157790927021696,7,0.131029132209524,1,0.5,0.285714285714286,-0.0714285714285714,0.06320640547442,5,2.17205434966283,0,0,0.981747704246875,1.24795397456358
"Australia","BG (BA.2.12.1)",0.120410103181343,-0.001385906785297,0.0290909090909091,0.0126994977204747,2,1,-0.458380855735268,-0.626230308196154,4.52408446748484,2,0.403465677966343,-0.77926259520205,0.962962962962963,6,0.0740740740740741,2,0.130128340768937,1,0.125,0.678571428571429,-0.464285714285714,0.554814643111637,3,2.00609967960293,0,0,0.196349540849375,0.693810282139522
"Australia","BJ (BA.2.10.1)",0.0682408331692235,0.00578999612104813,0.11522633744856,0.0448324036151777,5,0,-0.198742459607015,0.0121933662543581,4.91797587143062,6,0.421299548631293,0.485447786668254,0.814814814814815,12,0.166666666666667,6,0.107652136784773,5,0.1,0.607142857142857,-0.714285714285714,0.644581327085431,3,1.89338985268483,0,0,0.196349540849375,0.752056470337291
"Australia","BN.1",0.0724050946614761,-0.00140356549957659,0.0358208955223881,0.0123332028434626,5,4,-0.883090823416811,-0.702353224269757,1.6347896601328,1,0.225187903925806,0.235067836512962,1,3,0.0205761316872428,5,0.140645428730108,2,0.333333333333333,0.607142857142857,-0.178571428571429,0.204234746739528,4,2.15011103066999,0,0,1.570796326795,0.982124114090381
"Australia","BN.1.3",0.12041627340739,-0.000877820691087724,0.0261437908496732,0.0109247971359458,2,2,0.330854507402478,0.330854507402478,1.64413617130373,1,0.294238438685523,0.290603282321769,1,5,0.111111111111111,3,0.146067399088759,5,0.111111111111111,0.857142857142857,-0.285714285714286,0.360940054606047,3,2.08874543934893,0,0,1.570796326795,0.885412769764379
"Australia","BQ.1",0.206446491242887,-0.000561917273812971,0.051792828685259,0.0197527088434964,3,3,-1.00495890117286,-0.826381591027784,3.95162100181374,1,0.482491720763796,-0.0157194619772153,0.925925925925926,8,0.166666666666667,3,0.056350653333924,2,0.1,0.714285714285714,-0.535714285714286,0.602081243219554,2,1.83525117004432,0,0,0.196349540849375,0.803102469079218
"Australia","BQ.1.1",0.0664433170450477,-0.000467713411799404,0.0432569974554707,0.0196717048454324,4,1,0.164354885551633,0.346016810458462,1.70613970225162,1,0.382482581399564,0.45981845232136,0.925925925925926,5,0.0625,3,0.106725585280819,5,0.166666666666667,0.785714285714286,-0.428571428571429,0.331282391549313,4,2.11814635595313,0,0,1.37444678594563,0.969116451196413
